,datetime,y_test,y_true
26915,2016-01-17 02:00:00,35,33
26916,2016-01-17 03:00:00,35,33
26917,2016-01-17 04:00:00,35,35
26918,2016-01-17 05:00:00,35,56
26919,2016-01-17 06:00:00,255,67
26920,2016-01-17 07:00:00,614,70
26921,2016-01-17 08:00:00,898,84
26922,2016-01-17 09:00:00,995,107
26923,2016-01-17 10:00:00,1022,156
26924,2016-01-17 11:00:00,1022,167
26925,2016-01-17 12:00:00,993,173
26926,2016-01-17 13:00:00,986,149
26927,2016-01-17 14:00:00,957,116
26928,2016-01-17 15:00:00,901,58
26929,2016-01-17 16:00:00,769,55
26930,2016-01-17 17:00:00,469,48
26931,2016-01-17 18:00:00,175,44
26932,2016-01-17 19:00:00,14,43
26933,2016-01-17 20:00:00,35,41
26934,2016-01-17 21:00:00,35,38
26935,2016-01-17 22:00:00,35,38
26936,2016-01-17 23:00:00,35,31
26937,2016-01-18 00:00:00,206,31
26938,2016-01-18 01:00:00,203,28
26939,2016-01-18 02:00:00,202,27
26940,2016-01-18 03:00:00,202,27
26941,2016-01-18 04:00:00,215,58
26942,2016-01-18 05:00:00,290,224
26943,2016-01-18 06:00:00,557,841
26944,2016-01-18 07:00:00,916,1555
26945,2016-01-18 08:00:00,1200,1940
26946,2016-01-18 09:00:00,1297,2045
26947,2016-01-18 10:00:00,1324,2099
26948,2016-01-18 11:00:00,1324,2113
26949,2016-01-18 12:00:00,1295,2094
26950,2016-01-18 13:00:00,1288,2087
26951,2016-01-18 14:00:00,1259,2085
26952,2016-01-18 15:00:00,1203,2024
26953,2016-01-18 16:00:00,1071,1819
26954,2016-01-18 17:00:00,771,1208
26955,2016-01-18 18:00:00,476,619
26956,2016-01-18 19:00:00,316,257
26957,2016-01-18 20:00:00,259,134
26958,2016-01-18 21:00:00,240,94
26959,2016-01-18 22:00:00,226,68
26960,2016-01-18 23:00:00,214,49
26961,2016-01-19 00:00:00,651,38
26962,2016-01-19 01:00:00,649,36
26963,2016-01-19 02:00:00,648,35
26964,2016-01-19 03:00:00,647,30
26965,2016-01-19 04:00:00,661,61
26966,2016-01-19 05:00:00,736,261
26967,2016-01-19 06:00:00,1002,935
26968,2016-01-19 07:00:00,1361,1757
26969,2016-01-19 08:00:00,1646,2368
26970,2016-01-19 09:00:00,1742,2600
26971,2016-01-19 10:00:00,1770,2648
26972,2016-01-19 11:00:00,1769,2674
26973,2016-01-19 12:00:00,1741,2630
26974,2016-01-19 13:00:00,1734,2648
26975,2016-01-19 14:00:00,1705,2607
26976,2016-01-19 15:00:00,1648,2538
26977,2016-01-19 16:00:00,1517,2291
26978,2016-01-19 17:00:00,1217,1608
26979,2016-01-19 18:00:00,922,831
26980,2016-01-19 19:00:00,761,325
26981,2016-01-19 20:00:00,705,175
26982,2016-01-19 21:00:00,686,121
26983,2016-01-19 22:00:00,671,83
26984,2016-01-19 23:00:00,659,63
26985,2016-01-20 00:00:00,655,49
26986,2016-01-20 01:00:00,652,41
26987,2016-01-20 02:00:00,651,39
26988,2016-01-20 03:00:00,651,41
26989,2016-01-20 04:00:00,664,59
26990,2016-01-20 05:00:00,739,205
26991,2016-01-20 06:00:00,1006,790
26992,2016-01-20 07:00:00,1365,1549
26993,2016-01-20 08:00:00,1649,2190
26994,2016-01-20 09:00:00,1746,2416
26995,2016-01-20 10:00:00,1773,2490
26996,2016-01-20 11:00:00,1773,2486
26997,2016-01-20 12:00:00,1744,2455
26998,2016-01-20 13:00:00,1737,2480
26999,2016-01-20 14:00:00,1708,2461
27000,2016-01-20 15:00:00,1652,2400
27001,2016-01-20 16:00:00,1520,2163
27002,2016-01-20 17:00:00,1220,1533
27003,2016-01-20 18:00:00,925,803
27004,2016-01-20 19:00:00,765,343
27005,2016-01-20 20:00:00,708,201
27006,2016-01-20 21:00:00,689,140
27007,2016-01-20 22:00:00,675,105
27008,2016-01-20 23:00:00,663,72
27009,2016-01-21 00:00:00,628,53
27010,2016-01-21 01:00:00,626,53
27011,2016-01-21 02:00:00,625,47
27012,2016-01-21 03:00:00,624,39
27013,2016-01-21 04:00:00,638,67
27014,2016-01-21 05:00:00,713,269
27015,2016-01-21 06:00:00,979,952
27016,2016-01-21 07:00:00,1338,1730
27017,2016-01-21 08:00:00,1623,2384
27018,2016-01-21 09:00:00,1719,2643
27019,2016-01-21 10:00:00,1747,2726
27020,2016-01-21 11:00:00,1746,2737
27021,2016-01-21 12:00:00,1718,2673
27022,2016-01-21 13:00:00,1711,2690
27023,2016-01-21 14:00:00,1682,2634
27024,2016-01-21 15:00:00,1625,2574
27025,2016-01-21 16:00:00,1494,2286
27026,2016-01-21 17:00:00,1194,1521
27027,2016-01-21 18:00:00,899,816
27028,2016-01-21 19:00:00,738,368
27029,2016-01-21 20:00:00,682,210
27030,2016-01-21 21:00:00,663,125
27031,2016-01-21 22:00:00,648,84
27032,2016-01-21 23:00:00,636,59
27033,2016-01-22 00:00:00,322,50
27034,2016-01-22 01:00:00,319,46
27035,2016-01-22 02:00:00,318,41
27036,2016-01-22 03:00:00,318,42
27037,2016-01-22 04:00:00,331,54
27038,2016-01-22 05:00:00,407,162
27039,2016-01-22 06:00:00,673,536
27040,2016-01-22 07:00:00,1032,1076
27041,2016-01-22 08:00:00,1316,1660
27042,2016-01-22 09:00:00,1413,1872
27043,2016-01-22 10:00:00,1440,1900
27044,2016-01-22 11:00:00,1440,1899
27045,2016-01-22 12:00:00,1411,1749
27046,2016-01-22 13:00:00,1404,1642
27047,2016-01-22 14:00:00,1375,1540
27048,2016-01-22 15:00:00,1319,1373
27049,2016-01-22 16:00:00,1187,1050
27050,2016-01-22 17:00:00,887,639
27051,2016-01-22 18:00:00,592,292
27052,2016-01-22 19:00:00,432,153
27053,2016-01-22 20:00:00,375,98
27054,2016-01-22 21:00:00,356,80
27055,2016-01-22 22:00:00,342,62
27056,2016-01-22 23:00:00,330,38
27057,2016-01-23 00:00:00,35,29
27058,2016-01-23 01:00:00,35,30
27059,2016-01-23 02:00:00,35,28
27060,2016-01-23 03:00:00,35,27
27061,2016-01-23 04:00:00,35,27
27062,2016-01-23 05:00:00,35,28
27063,2016-01-23 06:00:00,256,31
27064,2016-01-23 07:00:00,615,36
27065,2016-01-23 08:00:00,899,49
27066,2016-01-23 09:00:00,996,54
27067,2016-01-23 10:00:00,1023,63
27068,2016-01-23 11:00:00,1023,61
27069,2016-01-23 12:00:00,994,62
27070,2016-01-23 13:00:00,987,59
27071,2016-01-23 14:00:00,958,62
27072,2016-01-23 15:00:00,902,58
27073,2016-01-23 16:00:00,770,52
27074,2016-01-23 17:00:00,471,42
27075,2016-01-23 18:00:00,176,36
27076,2016-01-23 19:00:00,15,41
27077,2016-01-23 20:00:00,35,32
27078,2016-01-23 21:00:00,35,30
27079,2016-01-23 22:00:00,35,27
27080,2016-01-23 23:00:00,35,26
27081,2016-01-24 00:00:00,35,23
27082,2016-01-24 01:00:00,35,27
27083,2016-01-24 02:00:00,35,23
27084,2016-01-24 03:00:00,35,23
27085,2016-01-24 04:00:00,35,23
27086,2016-01-24 05:00:00,35,25
27087,2016-01-24 06:00:00,255,28
27088,2016-01-24 07:00:00,614,30
27089,2016-01-24 08:00:00,898,41
27090,2016-01-24 09:00:00,995,56
27091,2016-01-24 10:00:00,1022,85
27092,2016-01-24 11:00:00,1022,99
27093,2016-01-24 12:00:00,993,106
27094,2016-01-24 13:00:00,986,74
27095,2016-01-24 14:00:00,957,72
27096,2016-01-24 15:00:00,901,69
27097,2016-01-24 16:00:00,769,62
27098,2016-01-24 17:00:00,469,59
27099,2016-01-24 18:00:00,175,45
27100,2016-01-24 19:00:00,14,39
27101,2016-01-24 20:00:00,35,35
27102,2016-01-24 21:00:00,35,31
27103,2016-01-24 22:00:00,35,30
27104,2016-01-24 23:00:00,35,29
27105,2016-01-25 00:00:00,638,29
27106,2016-01-25 01:00:00,636,28
27107,2016-01-25 02:00:00,634,26
27108,2016-01-25 03:00:00,634,26
27109,2016-01-25 04:00:00,647,56
27110,2016-01-25 05:00:00,723,245
27111,2016-01-25 06:00:00,989,902
27112,2016-01-25 07:00:00,1348,1728
27113,2016-01-25 08:00:00,1632,2389
27114,2016-01-25 09:00:00,1729,2581
27115,2016-01-25 10:00:00,1756,2619
27116,2016-01-25 11:00:00,1756,2633
27117,2016-01-25 12:00:00,1727,2610
27118,2016-01-25 13:00:00,1720,2612
27119,2016-01-25 14:00:00,1691,2592
27120,2016-01-25 15:00:00,1635,2537
27121,2016-01-25 16:00:00,1503,2313
27122,2016-01-25 17:00:00,1204,1591
27123,2016-01-25 18:00:00,909,764
27124,2016-01-25 19:00:00,748,293
27125,2016-01-25 20:00:00,692,145
27126,2016-01-25 21:00:00,672,97
27127,2016-01-25 22:00:00,658,71
27128,2016-01-25 23:00:00,646,49
27129,2016-01-26 00:00:00,651,38
27130,2016-01-26 01:00:00,649,34
27131,2016-01-26 02:00:00,648,24
27132,2016-01-26 03:00:00,647,21
27133,2016-01-26 04:00:00,661,56
27134,2016-01-26 05:00:00,736,260
27135,2016-01-26 06:00:00,1002,943
27136,2016-01-26 07:00:00,1361,1785
27137,2016-01-26 08:00:00,1646,2469
27138,2016-01-26 09:00:00,1742,2679
27139,2016-01-26 10:00:00,1770,2724
27140,2016-01-26 11:00:00,1769,2697
27141,2016-01-26 12:00:00,1741,2639
27142,2016-01-26 13:00:00,1734,2648
27143,2016-01-26 14:00:00,1705,2633
27144,2016-01-26 15:00:00,1648,2564
27145,2016-01-26 16:00:00,1517,2335
27146,2016-01-26 17:00:00,1217,1604
27147,2016-01-26 18:00:00,922,811
27148,2016-01-26 19:00:00,761,297
27149,2016-01-26 20:00:00,705,139
27150,2016-01-26 21:00:00,686,94
27151,2016-01-26 22:00:00,671,69
27152,2016-01-26 23:00:00,659,49
27153,2016-01-27 00:00:00,655,38
27154,2016-01-27 01:00:00,652,34
27155,2016-01-27 02:00:00,651,26
27156,2016-01-27 03:00:00,651,27
27157,2016-01-27 04:00:00,664,45
27158,2016-01-27 05:00:00,739,199
27159,2016-01-27 06:00:00,1006,786
27160,2016-01-27 07:00:00,1365,1494
27161,2016-01-27 08:00:00,1649,2177
27162,2016-01-27 09:00:00,1746,2401
27163,2016-01-27 10:00:00,1773,2460
27164,2016-01-27 11:00:00,1773,2469
27165,2016-01-27 12:00:00,1744,2415
27166,2016-01-27 13:00:00,1737,2452
27167,2016-01-27 14:00:00,1708,2410
27168,2016-01-27 15:00:00,1652,2332
27169,2016-01-27 16:00:00,1520,2116
27170,2016-01-27 17:00:00,1220,1489
27171,2016-01-27 18:00:00,925,770
27172,2016-01-27 19:00:00,765,299
27173,2016-01-27 20:00:00,708,164
27174,2016-01-27 21:00:00,689,109
27175,2016-01-27 22:00:00,675,70
27176,2016-01-27 23:00:00,663,40
27177,2016-01-28 00:00:00,628,28
27178,2016-01-28 01:00:00,626,23
27179,2016-01-28 02:00:00,625,18
27180,2016-01-28 03:00:00,624,20
27181,2016-01-28 04:00:00,638,44
27182,2016-01-28 05:00:00,713,237
27183,2016-01-28 06:00:00,979,931
27184,2016-01-28 07:00:00,1338,1716
27185,2016-01-28 08:00:00,1623,2392
27186,2016-01-28 09:00:00,1719,2627
27187,2016-01-28 10:00:00,1747,2664
27188,2016-01-28 11:00:00,1746,2665
27189,2016-01-28 12:00:00,1718,2616
27190,2016-01-28 13:00:00,1711,2627
27191,2016-01-28 14:00:00,1682,2599
27192,2016-01-28 15:00:00,1625,2506
27193,2016-01-28 16:00:00,1494,2228
27194,2016-01-28 17:00:00,1194,1522
27195,2016-01-28 18:00:00,899,797
27196,2016-01-28 19:00:00,738,318
27197,2016-01-28 20:00:00,682,138
27198,2016-01-28 21:00:00,663,92
27199,2016-01-28 22:00:00,648,57
27200,2016-01-28 23:00:00,636,36
27201,2016-01-29 00:00:00,322,26
27202,2016-01-29 01:00:00,319,23
27203,2016-01-29 02:00:00,318,17
27204,2016-01-29 03:00:00,318,16
27205,2016-01-29 04:00:00,331,33
27206,2016-01-29 05:00:00,407,141
27207,2016-01-29 06:00:00,673,536
27208,2016-01-29 07:00:00,1032,1121
27209,2016-01-29 08:00:00,1316,1698
27210,2016-01-29 09:00:00,1413,1890
27211,2016-01-29 10:00:00,1440,1922
27212,2016-01-29 11:00:00,1440,1872
27213,2016-01-29 12:00:00,1411,1733
27214,2016-01-29 13:00:00,1404,1621
27215,2016-01-29 14:00:00,1375,1514
27216,2016-01-29 15:00:00,1319,1302
27217,2016-01-29 16:00:00,1187,936
27218,2016-01-29 17:00:00,887,563
27219,2016-01-29 18:00:00,592,242
27220,2016-01-29 19:00:00,432,107
27221,2016-01-29 20:00:00,375,73
27222,2016-01-29 21:00:00,356,54
27223,2016-01-29 22:00:00,342,35
27224,2016-01-29 23:00:00,330,23
27225,2016-01-30 00:00:00,35,13
27226,2016-01-30 01:00:00,35,14
27227,2016-01-30 02:00:00,35,8
27228,2016-01-30 03:00:00,35,8
27229,2016-01-30 04:00:00,35,8
27230,2016-01-30 05:00:00,35,10
27231,2016-01-30 06:00:00,256,13
27232,2016-01-30 07:00:00,615,20
27233,2016-01-30 08:00:00,899,39
27234,2016-01-30 09:00:00,996,51
27235,2016-01-30 10:00:00,1023,63
27236,2016-01-30 11:00:00,1023,72
27237,2016-01-30 12:00:00,994,74
27238,2016-01-30 13:00:00,987,62
27239,2016-01-30 14:00:00,958,58
27240,2016-01-30 15:00:00,902,56
27241,2016-01-30 16:00:00,770,45
27242,2016-01-30 17:00:00,471,30
27243,2016-01-30 18:00:00,176,21
27244,2016-01-30 19:00:00,15,19
27245,2016-01-30 20:00:00,35,17
27246,2016-01-30 21:00:00,35,13
27247,2016-01-30 22:00:00,35,11
27248,2016-01-30 23:00:00,35,7
27249,2016-01-31 00:00:00,35,6
27250,2016-01-31 01:00:00,35,7
27251,2016-01-31 02:00:00,35,8
27252,2016-01-31 03:00:00,35,10
27253,2016-01-31 04:00:00,35,6
27254,2016-01-31 05:00:00,35,4
27255,2016-01-31 06:00:00,255,10
27256,2016-01-31 07:00:00,614,12
27257,2016-01-31 08:00:00,898,23
27258,2016-01-31 09:00:00,995,44
27259,2016-01-31 10:00:00,1022,78
27260,2016-01-31 11:00:00,1022,91
27261,2016-01-31 12:00:00,993,93
27262,2016-01-31 13:00:00,986,62
27263,2016-01-31 14:00:00,957,50
27264,2016-01-31 15:00:00,901,51
27265,2016-01-31 16:00:00,769,48
27266,2016-01-31 17:00:00,469,41
27267,2016-01-31 18:00:00,175,35
27268,2016-01-31 19:00:00,14,24
27269,2016-01-31 20:00:00,35,15
27270,2016-01-31 21:00:00,35,10
27271,2016-01-31 22:00:00,35,3
27272,2016-01-31 23:00:00,35,2
