,index,time,count,year,month,day,hour,weekday,holiday,count_pred
821,25821,2015-12-02 12:00:00,2604,2015,12,2,12,2,0,2485
822,25822,2015-12-02 13:00:00,2611,2015,12,2,13,2,0,2497
823,25823,2015-12-02 14:00:00,2582,2015,12,2,14,2,0,2453
824,25824,2015-12-02 15:00:00,2472,2015,12,2,15,2,0,2358
825,25825,2015-12-02 16:00:00,2209,2015,12,2,16,2,0,2101
826,25826,2015-12-02 17:00:00,1518,2015,12,2,17,2,0,1412
827,25827,2015-12-02 18:00:00,760,2015,12,2,18,2,0,710
828,25828,2015-12-02 19:00:00,322,2015,12,2,19,2,0,313
829,25829,2015-12-02 20:00:00,207,2015,12,2,20,2,0,173
830,25830,2015-12-02 21:00:00,155,2015,12,2,21,2,0,126
831,25831,2015-12-02 22:00:00,105,2015,12,2,22,2,0,93
832,25832,2015-12-02 23:00:00,70,2015,12,2,23,2,0,70
833,25833,2015-12-03 00:00:00,60,2015,12,3,0,3,0,55
834,25834,2015-12-03 01:00:00,50,2015,12,3,1,3,0,49
835,25835,2015-12-03 02:00:00,47,2015,12,3,2,3,0,47
836,25836,2015-12-03 03:00:00,46,2015,12,3,3,3,0,48
837,25837,2015-12-03 04:00:00,81,2015,12,3,4,3,0,75
838,25838,2015-12-03 05:00:00,243,2015,12,3,5,3,0,244
839,25839,2015-12-03 06:00:00,834,2015,12,3,6,3,0,857
840,25840,2015-12-03 07:00:00,1645,2015,12,3,7,3,0,1644
841,25841,2015-12-03 08:00:00,2282,2015,12,3,8,3,0,2257
842,25842,2015-12-03 09:00:00,2502,2015,12,3,9,3,0,2454
843,25843,2015-12-03 10:00:00,2575,2015,12,3,10,3,0,2506
844,25844,2015-12-03 11:00:00,2603,2015,12,3,11,3,0,2509
845,25845,2015-12-03 12:00:00,2546,2015,12,3,12,3,0,2459
846,25846,2015-12-03 13:00:00,2567,2015,12,3,13,3,0,2464
847,25847,2015-12-03 14:00:00,2528,2015,12,3,14,3,0,2419
848,25848,2015-12-03 15:00:00,2428,2015,12,3,15,3,0,2322
849,25849,2015-12-03 16:00:00,2162,2015,12,3,16,3,0,2048
850,25850,2015-12-03 17:00:00,1470,2015,12,3,17,3,0,1357
851,25851,2015-12-03 18:00:00,785,2015,12,3,18,3,0,668
852,25852,2015-12-03 19:00:00,397,2015,12,3,19,3,0,291
853,25853,2015-12-03 20:00:00,208,2015,12,3,20,3,0,162
854,25854,2015-12-03 21:00:00,153,2015,12,3,21,3,0,121
855,25855,2015-12-03 22:00:00,100,2015,12,3,22,3,0,89
856,25856,2015-12-03 23:00:00,71,2015,12,3,23,3,0,67
857,25857,2015-12-04 00:00:00,59,2015,12,4,0,4,0,56
858,25858,2015-12-04 01:00:00,52,2015,12,4,1,4,0,49
859,25859,2015-12-04 02:00:00,50,2015,12,4,2,4,0,48
860,25860,2015-12-04 03:00:00,50,2015,12,4,3,4,0,43
861,25861,2015-12-04 04:00:00,70,2015,12,4,4,4,0,61
862,25862,2015-12-04 05:00:00,163,2015,12,4,5,4,0,153
863,25863,2015-12-04 06:00:00,485,2015,12,4,6,4,0,492
864,25864,2015-12-04 07:00:00,1010,2015,12,4,7,4,0,1024
865,25865,2015-12-04 08:00:00,1528,2015,12,4,8,4,0,1515
866,25866,2015-12-04 09:00:00,1736,2015,12,4,9,4,0,1692
867,25867,2015-12-04 10:00:00,1770,2015,12,4,10,4,0,1727
868,25868,2015-12-04 11:00:00,1771,2015,12,4,11,4,0,1710
869,25869,2015-12-04 12:00:00,1667,2015,12,4,12,4,0,1588
870,25870,2015-12-04 13:00:00,1577,2015,12,4,13,4,0,1499
871,25871,2015-12-04 14:00:00,1442,2015,12,4,14,4,0,1394
872,25872,2015-12-04 15:00:00,1253,2015,12,4,15,4,0,1215
873,25873,2015-12-04 16:00:00,901,2015,12,4,16,4,0,904
874,25874,2015-12-04 17:00:00,537,2015,12,4,17,4,0,538
875,25875,2015-12-04 18:00:00,273,2015,12,4,18,4,0,256
876,25876,2015-12-04 19:00:00,162,2015,12,4,19,4,0,141
877,25877,2015-12-04 20:00:00,114,2015,12,4,20,4,0,100
878,25878,2015-12-04 21:00:00,95,2015,12,4,21,4,0,84
879,25879,2015-12-04 22:00:00,68,2015,12,4,22,4,0,66
880,25880,2015-12-04 23:00:00,54,2015,12,4,23,4,0,53
881,25881,2015-12-05 00:00:00,42,2015,12,5,0,5,0,46
882,25882,2015-12-05 01:00:00,41,2015,12,5,1,5,0,45
883,25883,2015-12-05 02:00:00,43,2015,12,5,2,5,0,45
884,25884,2015-12-05 03:00:00,41,2015,12,5,3,5,0,43
885,25885,2015-12-05 04:00:00,38,2015,12,5,4,5,0,43
886,25886,2015-12-05 05:00:00,38,2015,12,5,5,5,0,46
887,25887,2015-12-05 06:00:00,44,2015,12,5,6,5,0,46
888,25888,2015-12-05 07:00:00,67,2015,12,5,7,5,0,56
889,25889,2015-12-05 08:00:00,79,2015,12,5,8,5,0,68
890,25890,2015-12-05 09:00:00,88,2015,12,5,9,5,0,83
891,25891,2015-12-05 10:00:00,95,2015,12,5,10,5,0,90
892,25892,2015-12-05 11:00:00,131,2015,12,5,11,5,0,91
893,25893,2015-12-05 12:00:00,128,2015,12,5,12,5,0,91
894,25894,2015-12-05 13:00:00,133,2015,12,5,13,5,0,90
895,25895,2015-12-05 14:00:00,107,2015,12,5,14,5,0,87
896,25896,2015-12-05 15:00:00,90,2015,12,5,15,5,0,80
897,25897,2015-12-05 16:00:00,84,2015,12,5,16,5,0,74
898,25898,2015-12-05 17:00:00,70,2015,12,5,17,5,0,66
899,25899,2015-12-05 18:00:00,57,2015,12,5,18,5,0,59
900,25900,2015-12-05 19:00:00,55,2015,12,5,19,5,0,56
901,25901,2015-12-05 20:00:00,53,2015,12,5,20,5,0,54
902,25902,2015-12-05 21:00:00,49,2015,12,5,21,5,0,47
903,25903,2015-12-05 22:00:00,49,2015,12,5,22,5,0,46
904,25904,2015-12-05 23:00:00,48,2015,12,5,23,5,0,44
905,25905,2015-12-06 00:00:00,45,2015,12,6,0,6,0,43
906,25906,2015-12-06 01:00:00,43,2015,12,6,1,6,0,44
907,25907,2015-12-06 02:00:00,40,2015,12,6,2,6,0,40
908,25908,2015-12-06 03:00:00,40,2015,12,6,3,6,0,41
909,25909,2015-12-06 04:00:00,40,2015,12,6,4,6,0,41
910,25910,2015-12-06 05:00:00,38,2015,12,6,5,6,0,42
911,25911,2015-12-06 06:00:00,39,2015,12,6,6,6,0,45
912,25912,2015-12-06 07:00:00,43,2015,12,6,7,6,0,50
913,25913,2015-12-06 08:00:00,60,2015,12,6,8,6,0,63
914,25914,2015-12-06 09:00:00,84,2015,12,6,9,6,0,81
915,25915,2015-12-06 10:00:00,120,2015,12,6,10,6,0,107
916,25916,2015-12-06 11:00:00,138,2015,12,6,11,6,0,114
917,25917,2015-12-06 12:00:00,144,2015,12,6,12,6,0,118
918,25918,2015-12-06 13:00:00,116,2015,12,6,13,6,0,101
919,25919,2015-12-06 14:00:00,85,2015,12,6,14,6,0,84
920,25920,2015-12-06 15:00:00,81,2015,12,6,15,6,0,80
921,25921,2015-12-06 16:00:00,74,2015,12,6,16,6,0,77
922,25922,2015-12-06 17:00:00,70,2015,12,6,17,6,0,70
923,25923,2015-12-06 18:00:00,64,2015,12,6,18,6,0,64
924,25924,2015-12-06 19:00:00,55,2015,12,6,19,6,0,59
925,25925,2015-12-06 20:00:00,52,2015,12,6,20,6,0,53
926,25926,2015-12-06 21:00:00,49,2015,12,6,21,6,0,49
927,25927,2015-12-06 22:00:00,47,2015,12,6,22,6,0,48
928,25928,2015-12-06 23:00:00,42,2015,12,6,23,6,0,42
929,25929,2015-12-07 00:00:00,40,2015,12,7,0,0,0,40
930,25930,2015-12-07 01:00:00,37,2015,12,7,1,0,0,41
931,25931,2015-12-07 02:00:00,36,2015,12,7,2,0,0,38
932,25932,2015-12-07 03:00:00,36,2015,12,7,3,0,0,41
933,25933,2015-12-07 04:00:00,69,2015,12,7,4,0,0,68
934,25934,2015-12-07 05:00:00,255,2015,12,7,5,0,0,246
935,25935,2015-12-07 06:00:00,841,2015,12,7,6,0,0,858
936,25936,2015-12-07 07:00:00,1691,2015,12,7,7,0,0,1654
937,25937,2015-12-07 08:00:00,2310,2015,12,7,8,0,0,2244
938,25938,2015-12-07 09:00:00,2503,2015,12,7,9,0,0,2416
939,25939,2015-12-07 10:00:00,2548,2015,12,7,10,0,0,2460
940,25940,2015-12-07 11:00:00,2562,2015,12,7,11,0,0,2479
941,25941,2015-12-07 12:00:00,2534,2015,12,7,12,0,0,2448
942,25942,2015-12-07 13:00:00,2558,2015,12,7,13,0,0,2453
943,25943,2015-12-07 14:00:00,2530,2015,12,7,14,0,0,2425
944,25944,2015-12-07 15:00:00,2465,2015,12,7,15,0,0,2347
945,25945,2015-12-07 16:00:00,2229,2015,12,7,16,0,0,2104
946,25946,2015-12-07 17:00:00,1524,2015,12,7,17,0,0,1403
947,25947,2015-12-07 18:00:00,765,2015,12,7,18,0,0,691
948,25948,2015-12-07 19:00:00,334,2015,12,7,19,0,0,286
949,25949,2015-12-07 20:00:00,171,2015,12,7,20,0,0,152
950,25950,2015-12-07 21:00:00,121,2015,12,7,21,0,0,110
951,25951,2015-12-07 22:00:00,81,2015,12,7,22,0,0,86
952,25952,2015-12-07 23:00:00,64,2015,12,7,23,0,0,64
953,25953,2015-12-08 00:00:00,51,2015,12,8,0,1,0,52
954,25954,2015-12-08 01:00:00,46,2015,12,8,1,1,0,46
955,25955,2015-12-08 02:00:00,41,2015,12,8,2,1,0,44
956,25956,2015-12-08 03:00:00,42,2015,12,8,3,1,0,42
957,25957,2015-12-08 04:00:00,71,2015,12,8,4,1,0,72
958,25958,2015-12-08 05:00:00,263,2015,12,8,5,1,0,250
959,25959,2015-12-08 06:00:00,876,2015,12,8,6,1,0,871
960,25960,2015-12-08 07:00:00,1720,2015,12,8,7,1,0,1669
961,25961,2015-12-08 08:00:00,2365,2015,12,8,8,1,0,2274
962,25962,2015-12-08 09:00:00,2571,2015,12,8,9,1,0,2465
963,25963,2015-12-08 10:00:00,2625,2015,12,8,10,1,0,2508
964,25964,2015-12-08 11:00:00,2652,2015,12,8,11,1,0,2516
965,25965,2015-12-08 12:00:00,2591,2015,12,8,12,1,0,2470
966,25966,2015-12-08 13:00:00,2610,2015,12,8,13,1,0,2484
967,25967,2015-12-08 14:00:00,2544,2015,12,8,14,1,0,2446
968,25968,2015-12-08 15:00:00,2476,2015,12,8,15,1,0,2361
969,25969,2015-12-08 16:00:00,2209,2015,12,8,16,1,0,2103
970,25970,2015-12-08 17:00:00,1475,2015,12,8,17,1,0,1411
971,25971,2015-12-08 18:00:00,700,2015,12,8,18,1,0,706
972,25972,2015-12-08 19:00:00,280,2015,12,8,19,1,0,303
973,25973,2015-12-08 20:00:00,152,2015,12,8,20,1,0,164
974,25974,2015-12-08 21:00:00,110,2015,12,8,21,1,0,118
975,25975,2015-12-08 22:00:00,80,2015,12,8,22,1,0,90
976,25976,2015-12-08 23:00:00,62,2015,12,8,23,1,0,68
977,25977,2015-12-09 00:00:00,51,2015,12,9,0,2,0,57
978,25978,2015-12-09 01:00:00,45,2015,12,9,1,2,0,49
979,25979,2015-12-09 02:00:00,43,2015,12,9,2,2,0,47
980,25980,2015-12-09 03:00:00,41,2015,12,9,3,2,0,47
981,25981,2015-12-09 04:00:00,78,2015,12,9,4,2,0,74
982,25982,2015-12-09 05:00:00,237,2015,12,9,5,2,0,253
983,25983,2015-12-09 06:00:00,870,2015,12,9,6,2,0,868
984,25984,2015-12-09 07:00:00,1711,2015,12,9,7,2,0,1667
985,25985,2015-12-09 08:00:00,2335,2015,12,9,8,2,0,2285
986,25986,2015-12-09 09:00:00,2538,2015,12,9,9,2,0,2482
987,25987,2015-12-09 10:00:00,2588,2015,12,9,10,2,0,2531
988,25988,2015-12-09 11:00:00,2580,2015,12,9,11,2,0,2533
989,25989,2015-12-09 12:00:00,2544,2015,12,9,12,2,0,2486
990,25990,2015-12-09 13:00:00,2559,2015,12,9,13,2,0,2496
991,25991,2015-12-09 14:00:00,2532,2015,12,9,14,2,0,2454
992,25992,2015-12-09 15:00:00,2436,2015,12,9,15,2,0,2358
993,25993,2015-12-09 16:00:00,2166,2015,12,9,16,2,0,2101
994,25994,2015-12-09 17:00:00,1483,2015,12,9,17,2,0,1413
995,25995,2015-12-09 18:00:00,752,2015,12,9,18,2,0,713
996,25996,2015-12-09 19:00:00,309,2015,12,9,19,2,0,315
997,25997,2015-12-09 20:00:00,165,2015,12,9,20,2,0,174
998,25998,2015-12-09 21:00:00,121,2015,12,9,21,2,0,126
999,25999,2015-12-09 22:00:00,82,2015,12,9,22,2,0,95
1000,26000,2015-12-09 23:00:00,54,2015,12,9,23,2,0,69
1001,26001,2015-12-10 00:00:00,46,2015,12,10,0,3,0,57
1002,26002,2015-12-10 01:00:00,42,2015,12,10,1,3,0,50
1003,26003,2015-12-10 02:00:00,38,2015,12,10,2,3,0,45
1004,26004,2015-12-10 03:00:00,35,2015,12,10,3,3,0,48
1005,26005,2015-12-10 04:00:00,66,2015,12,10,4,3,0,75
1006,26006,2015-12-10 05:00:00,248,2015,12,10,5,3,0,247
1007,26007,2015-12-10 06:00:00,872,2015,12,10,6,3,0,857
1008,26008,2015-12-10 07:00:00,1613,2015,12,10,7,3,0,1644
1009,26009,2015-12-10 08:00:00,2287,2015,12,10,8,3,0,2254
1010,26010,2015-12-10 09:00:00,2509,2015,12,10,9,3,0,2453
1011,26011,2015-12-10 10:00:00,2574,2015,12,10,10,3,0,2505
1012,26012,2015-12-10 11:00:00,2584,2015,12,10,11,3,0,2509
1013,26013,2015-12-10 12:00:00,2503,2015,12,10,12,3,0,2456
1014,26014,2015-12-10 13:00:00,2483,2015,12,10,13,3,0,2464
1015,26015,2015-12-10 14:00:00,2428,2015,12,10,14,3,0,2419
1016,26016,2015-12-10 15:00:00,2330,2015,12,10,15,3,0,2322
1017,26017,2015-12-10 16:00:00,2037,2015,12,10,16,3,0,2047
1018,26018,2015-12-10 17:00:00,1324,2015,12,10,17,3,0,1357
1019,26019,2015-12-10 18:00:00,660,2015,12,10,18,3,0,667
1020,26020,2015-12-10 19:00:00,304,2015,12,10,19,3,0,292
1021,26021,2015-12-10 20:00:00,163,2015,12,10,20,3,0,164
1022,26022,2015-12-10 21:00:00,111,2015,12,10,21,3,0,120
1023,26023,2015-12-10 22:00:00,78,2015,12,10,22,3,0,91
1024,26024,2015-12-10 23:00:00,46,2015,12,10,23,3,0,69
1025,26025,2015-12-11 00:00:00,40,2015,12,11,0,4,0,53
1026,26026,2015-12-11 01:00:00,37,2015,12,11,1,4,0,50
1027,26027,2015-12-11 02:00:00,36,2015,12,11,2,4,0,45
1028,26028,2015-12-11 03:00:00,35,2015,12,11,3,4,0,45
1029,26029,2015-12-11 04:00:00,48,2015,12,11,4,4,0,63
1030,26030,2015-12-11 05:00:00,135,2015,12,11,5,4,0,154
1031,26031,2015-12-11 06:00:00,470,2015,12,11,6,4,0,492
1032,26032,2015-12-11 07:00:00,976,2015,12,11,7,4,0,1024
1033,26033,2015-12-11 08:00:00,1464,2015,12,11,8,4,0,1515
1034,26034,2015-12-11 09:00:00,1609,2015,12,11,9,4,0,1692
1035,26035,2015-12-11 10:00:00,1639,2015,12,11,10,4,0,1728
1036,26036,2015-12-11 11:00:00,1625,2015,12,11,11,4,0,1711
1037,26037,2015-12-11 12:00:00,1495,2015,12,11,12,4,0,1589
1038,26038,2015-12-11 13:00:00,1387,2015,12,11,13,4,0,1499
1039,26039,2015-12-11 14:00:00,1286,2015,12,11,14,4,0,1394
1040,26040,2015-12-11 15:00:00,1100,2015,12,11,15,4,0,1213
1041,26041,2015-12-11 16:00:00,827,2015,12,11,16,4,0,903
1042,26042,2015-12-11 17:00:00,473,2015,12,11,17,4,0,536
1043,26043,2015-12-11 18:00:00,230,2015,12,11,18,4,0,256
1044,26044,2015-12-11 19:00:00,136,2015,12,11,19,4,0,140
1045,26045,2015-12-11 20:00:00,99,2015,12,11,20,4,0,100
1046,26046,2015-12-11 21:00:00,87,2015,12,11,21,4,0,85
1047,26047,2015-12-11 22:00:00,59,2015,12,11,22,4,0,70
1048,26048,2015-12-11 23:00:00,37,2015,12,11,23,4,0,53
1049,26049,2015-12-12 00:00:00,30,2015,12,12,0,5,0,43
1050,26050,2015-12-12 01:00:00,30,2015,12,12,1,5,0,42
1051,26051,2015-12-12 02:00:00,30,2015,12,12,2,5,0,43
1052,26052,2015-12-12 03:00:00,29,2015,12,12,3,5,0,42
1053,26053,2015-12-12 04:00:00,30,2015,12,12,4,5,0,42
1054,26054,2015-12-12 05:00:00,34,2015,12,12,5,5,0,45
1055,26055,2015-12-12 06:00:00,37,2015,12,12,6,5,0,46
1056,26056,2015-12-12 07:00:00,42,2015,12,12,7,5,0,57
1057,26057,2015-12-12 08:00:00,53,2015,12,12,8,5,0,68
1058,26058,2015-12-12 09:00:00,70,2015,12,12,9,5,0,80
1059,26059,2015-12-12 10:00:00,83,2015,12,12,10,5,0,91
1060,26060,2015-12-12 11:00:00,82,2015,12,12,11,5,0,95
1061,26061,2015-12-12 12:00:00,90,2015,12,12,12,5,0,96
1062,26062,2015-12-12 13:00:00,90,2015,12,12,13,5,0,89
1063,26063,2015-12-12 14:00:00,83,2015,12,12,14,5,0,86
1064,26064,2015-12-12 15:00:00,73,2015,12,12,15,5,0,80
1065,26065,2015-12-12 16:00:00,55,2015,12,12,16,5,0,73
1066,26066,2015-12-12 17:00:00,45,2015,12,12,17,5,0,66
1067,26067,2015-12-12 18:00:00,45,2015,12,12,18,5,0,61
1068,26068,2015-12-12 19:00:00,47,2015,12,12,19,5,0,56
1069,26069,2015-12-12 20:00:00,44,2015,12,12,20,5,0,51
1070,26070,2015-12-12 21:00:00,39,2015,12,12,21,5,0,48
1071,26071,2015-12-12 22:00:00,35,2015,12,12,22,5,0,44
1072,26072,2015-12-12 23:00:00,31,2015,12,12,23,5,0,44
1073,26073,2015-12-13 00:00:00,29,2015,12,13,0,6,0,42
1074,26074,2015-12-13 01:00:00,32,2015,12,13,1,6,0,42
1075,26075,2015-12-13 02:00:00,30,2015,12,13,2,6,0,41
1076,26076,2015-12-13 03:00:00,28,2015,12,13,3,6,0,40
1077,26077,2015-12-13 04:00:00,28,2015,12,13,4,6,0,40
1078,26078,2015-12-13 05:00:00,27,2015,12,13,5,6,0,41
1079,26079,2015-12-13 06:00:00,29,2015,12,13,6,6,0,44
1080,26080,2015-12-13 07:00:00,30,2015,12,13,7,6,0,51
1081,26081,2015-12-13 08:00:00,35,2015,12,13,8,6,0,60
1082,26082,2015-12-13 09:00:00,51,2015,12,13,9,6,0,78
1083,26083,2015-12-13 10:00:00,83,2015,12,13,10,6,0,109
1084,26084,2015-12-13 11:00:00,89,2015,12,13,11,6,0,114
1085,26085,2015-12-13 12:00:00,93,2015,12,13,12,6,0,119
1086,26086,2015-12-13 13:00:00,74,2015,12,13,13,6,0,100
1087,26087,2015-12-13 14:00:00,58,2015,12,13,14,6,0,85
1088,26088,2015-12-13 15:00:00,63,2015,12,13,15,6,0,80
1089,26089,2015-12-13 16:00:00,61,2015,12,13,16,6,0,77
1090,26090,2015-12-13 17:00:00,55,2015,12,13,17,6,0,71
1091,26091,2015-12-13 18:00:00,48,2015,12,13,18,6,0,65
1092,26092,2015-12-13 19:00:00,47,2015,12,13,19,6,0,59
1093,26093,2015-12-13 20:00:00,43,2015,12,13,20,6,0,52
1094,26094,2015-12-13 21:00:00,41,2015,12,13,21,6,0,50
1095,26095,2015-12-13 22:00:00,38,2015,12,13,22,6,0,47
1096,26096,2015-12-13 23:00:00,33,2015,12,13,23,6,0,44
1097,26097,2015-12-14 00:00:00,31,2015,12,14,0,0,0,40
1098,26098,2015-12-14 01:00:00,31,2015,12,14,1,0,0,40
1099,26099,2015-12-14 02:00:00,33,2015,12,14,2,0,0,39
1100,26100,2015-12-14 03:00:00,37,2015,12,14,3,0,0,38
1101,26101,2015-12-14 04:00:00,64,2015,12,14,4,0,0,66
1102,26102,2015-12-14 05:00:00,224,2015,12,14,5,0,0,245
1103,26103,2015-12-14 06:00:00,865,2015,12,14,6,0,0,856
1104,26104,2015-12-14 07:00:00,1627,2015,12,14,7,0,0,1654
1105,26105,2015-12-14 08:00:00,2258,2015,12,14,8,0,0,2245
1106,26106,2015-12-14 09:00:00,2455,2015,12,14,9,0,0,2416
1107,26107,2015-12-14 10:00:00,2496,2015,12,14,10,0,0,2460
1108,26108,2015-12-14 11:00:00,2511,2015,12,14,11,0,0,2477
1109,26109,2015-12-14 12:00:00,2454,2015,12,14,12,0,0,2448
1110,26110,2015-12-14 13:00:00,2442,2015,12,14,13,0,0,2454
1111,26111,2015-12-14 14:00:00,2400,2015,12,14,14,0,0,2425
1112,26112,2015-12-14 15:00:00,2331,2015,12,14,15,0,0,2346
1113,26113,2015-12-14 16:00:00,2089,2015,12,14,16,0,0,2102
1114,26114,2015-12-14 17:00:00,1434,2015,12,14,17,0,0,1405
1115,26115,2015-12-14 18:00:00,731,2015,12,14,18,0,0,690
1116,26116,2015-12-14 19:00:00,310,2015,12,14,19,0,0,288
1117,26117,2015-12-14 20:00:00,149,2015,12,14,20,0,0,149
1118,26118,2015-12-14 21:00:00,93,2015,12,14,21,0,0,111
1119,26119,2015-12-14 22:00:00,62,2015,12,14,22,0,0,85
1120,26120,2015-12-14 23:00:00,44,2015,12,14,23,0,0,66
1121,26121,2015-12-15 00:00:00,37,2015,12,15,0,1,0,51
1122,26122,2015-12-15 01:00:00,34,2015,12,15,1,1,0,47
1123,26123,2015-12-15 02:00:00,34,2015,12,15,2,1,0,42
1124,26124,2015-12-15 03:00:00,29,2015,12,15,3,1,0,45
1125,26125,2015-12-15 04:00:00,63,2015,12,15,4,1,0,72
1126,26126,2015-12-15 05:00:00,257,2015,12,15,5,1,0,251
1127,26127,2015-12-15 06:00:00,888,2015,12,15,6,1,0,870
1128,26128,2015-12-15 07:00:00,1710,2015,12,15,7,1,0,1670
1129,26129,2015-12-15 08:00:00,2347,2015,12,15,8,1,0,2274
1130,26130,2015-12-15 09:00:00,2542,2015,12,15,9,1,0,2464
1131,26131,2015-12-15 10:00:00,2599,2015,12,15,10,1,0,2511
1132,26132,2015-12-15 11:00:00,2614,2015,12,15,11,1,0,2514
1133,26133,2015-12-15 12:00:00,2574,2015,12,15,12,1,0,2468
1134,26134,2015-12-15 13:00:00,2597,2015,12,15,13,1,0,2485
1135,26135,2015-12-15 14:00:00,2550,2015,12,15,14,1,0,2447
1136,26136,2015-12-15 15:00:00,2446,2015,12,15,15,1,0,2360
1137,26137,2015-12-15 16:00:00,2155,2015,12,15,16,1,0,2102
1138,26138,2015-12-15 17:00:00,1415,2015,12,15,17,1,0,1409
1139,26139,2015-12-15 18:00:00,717,2015,12,15,18,1,0,705
1140,26140,2015-12-15 19:00:00,285,2015,12,15,19,1,0,302
1141,26141,2015-12-15 20:00:00,168,2015,12,15,20,1,0,162
1142,26142,2015-12-15 21:00:00,109,2015,12,15,21,1,0,120
1143,26143,2015-12-15 22:00:00,73,2015,12,15,22,1,0,91
1144,26144,2015-12-15 23:00:00,51,2015,12,15,23,1,0,68
1145,26145,2015-12-16 00:00:00,43,2015,12,16,0,2,0,54
1146,26146,2015-12-16 01:00:00,43,2015,12,16,1,2,0,48
1147,26147,2015-12-16 02:00:00,37,2015,12,16,2,2,0,48
1148,26148,2015-12-16 03:00:00,36,2015,12,16,3,2,0,47
1149,26149,2015-12-16 04:00:00,57,2015,12,16,4,2,0,77
1150,26150,2015-12-16 05:00:00,220,2015,12,16,5,2,0,251
1151,26151,2015-12-16 06:00:00,779,2015,12,16,6,2,0,869
1152,26152,2015-12-16 07:00:00,1523,2015,12,16,7,2,0,1668
1153,26153,2015-12-16 08:00:00,2229,2015,12,16,8,2,0,2286
1154,26154,2015-12-16 09:00:00,2426,2015,12,16,9,2,0,2482
1155,26155,2015-12-16 10:00:00,2484,2015,12,16,10,2,0,2531
1156,26156,2015-12-16 11:00:00,2483,2015,12,16,11,2,0,2531
1157,26157,2015-12-16 12:00:00,2427,2015,12,16,12,2,0,2487
1158,26158,2015-12-16 13:00:00,2458,2015,12,16,13,2,0,2496
1159,26159,2015-12-16 14:00:00,2422,2015,12,16,14,2,0,2456
1160,26160,2015-12-16 15:00:00,2323,2015,12,16,15,2,0,2356
1161,26161,2015-12-16 16:00:00,2045,2015,12,16,16,2,0,2103
1162,26162,2015-12-16 17:00:00,1362,2015,12,16,17,2,0,1411
1163,26163,2015-12-16 18:00:00,667,2015,12,16,18,2,0,712
1164,26164,2015-12-16 19:00:00,289,2015,12,16,19,2,0,315
1165,26165,2015-12-16 20:00:00,146,2015,12,16,20,2,0,174
1166,26166,2015-12-16 21:00:00,100,2015,12,16,21,2,0,125
1167,26167,2015-12-16 22:00:00,65,2015,12,16,22,2,0,95
1168,26168,2015-12-16 23:00:00,46,2015,12,16,23,2,0,71
1169,26169,2015-12-17 00:00:00,38,2015,12,17,0,3,0,56
1170,26170,2015-12-17 01:00:00,32,2015,12,17,1,3,0,51
1171,26171,2015-12-17 02:00:00,33,2015,12,17,2,3,0,45
1172,26172,2015-12-17 03:00:00,34,2015,12,17,3,3,0,47
1173,26173,2015-12-17 04:00:00,53,2015,12,17,4,3,0,75
1174,26174,2015-12-17 05:00:00,204,2015,12,17,5,3,0,246
1175,26175,2015-12-17 06:00:00,742,2015,12,17,6,3,0,856
1176,26176,2015-12-17 07:00:00,1497,2015,12,17,7,3,0,1646
1177,26177,2015-12-17 08:00:00,2147,2015,12,17,8,3,0,2256
1178,26178,2015-12-17 09:00:00,2332,2015,12,17,9,3,0,2455
1179,26179,2015-12-17 10:00:00,2390,2015,12,17,10,3,0,2505
1180,26180,2015-12-17 11:00:00,2396,2015,12,17,11,3,0,2510
1181,26181,2015-12-17 12:00:00,2331,2015,12,17,12,3,0,2460
1182,26182,2015-12-17 13:00:00,2339,2015,12,17,13,3,0,2463
1183,26183,2015-12-17 14:00:00,2292,2015,12,17,14,3,0,2421
1184,26184,2015-12-17 15:00:00,2149,2015,12,17,15,3,0,2321
1185,26185,2015-12-17 16:00:00,1873,2015,12,17,16,3,0,2047
1186,26186,2015-12-17 17:00:00,1213,2015,12,17,17,3,0,1357
1187,26187,2015-12-17 18:00:00,594,2015,12,17,18,3,0,667
1188,26188,2015-12-17 19:00:00,237,2015,12,17,19,3,0,290
1189,26189,2015-12-17 20:00:00,132,2015,12,17,20,3,0,161
1190,26190,2015-12-17 21:00:00,107,2015,12,17,21,3,0,120
1191,26191,2015-12-17 22:00:00,75,2015,12,17,22,3,0,92
1192,26192,2015-12-17 23:00:00,53,2015,12,17,23,3,0,69
1193,26193,2015-12-18 00:00:00,44,2015,12,18,0,4,0,56
1194,26194,2015-12-18 01:00:00,47,2015,12,18,1,4,0,50
1195,26195,2015-12-18 02:00:00,41,2015,12,18,2,4,0,47
1196,26196,2015-12-18 03:00:00,38,2015,12,18,3,4,0,45
1197,26197,2015-12-18 04:00:00,44,2015,12,18,4,4,0,61
1198,26198,2015-12-18 05:00:00,116,2015,12,18,5,4,0,153
1199,26199,2015-12-18 06:00:00,422,2015,12,18,6,4,0,491
1200,26200,2015-12-18 07:00:00,881,2015,12,18,7,4,0,1023
1201,26201,2015-12-18 08:00:00,1332,2015,12,18,8,4,0,1514
1202,26202,2015-12-18 09:00:00,1494,2015,12,18,9,4,0,1691
1203,26203,2015-12-18 10:00:00,1515,2015,12,18,10,4,0,1730
1204,26204,2015-12-18 11:00:00,1477,2015,12,18,11,4,0,1712
1205,26205,2015-12-18 12:00:00,1330,2015,12,18,12,4,0,1589
