,index,time,count,year,month,day,hour,weekday,holiday,count_pred
1206,26206,2015-12-18 13:00:00,1202,2015,12,18,13,4,0,1500
1207,26207,2015-12-18 14:00:00,1102,2015,12,18,14,4,0,1394
1208,26208,2015-12-18 15:00:00,919,2015,12,18,15,4,0,1213
1209,26209,2015-12-18 16:00:00,684,2015,12,18,16,4,0,906
1210,26210,2015-12-18 17:00:00,407,2015,12,18,17,4,0,536
1211,26211,2015-12-18 18:00:00,197,2015,12,18,18,4,0,254
1212,26212,2015-12-18 19:00:00,113,2015,12,18,19,4,0,141
1213,26213,2015-12-18 20:00:00,89,2015,12,18,20,4,0,99
1214,26214,2015-12-18 21:00:00,78,2015,12,18,21,4,0,83
1215,26215,2015-12-18 22:00:00,51,2015,12,18,22,4,0,68
1216,26216,2015-12-18 23:00:00,38,2015,12,18,23,4,0,54
1217,26217,2015-12-19 00:00:00,38,2015,12,19,0,5,0,47
1218,26218,2015-12-19 01:00:00,40,2015,12,19,1,5,0,42
1219,26219,2015-12-19 02:00:00,36,2015,12,19,2,5,0,44
1220,26220,2015-12-19 03:00:00,36,2015,12,19,3,5,0,43
1221,26221,2015-12-19 04:00:00,36,2015,12,19,4,5,0,42
1222,26222,2015-12-19 05:00:00,36,2015,12,19,5,5,0,44
1223,26223,2015-12-19 06:00:00,37,2015,12,19,6,5,0,48
1224,26224,2015-12-19 07:00:00,42,2015,12,19,7,5,0,55
1225,26225,2015-12-19 08:00:00,47,2015,12,19,8,5,0,68
1226,26226,2015-12-19 09:00:00,58,2015,12,19,9,5,0,82
1227,26227,2015-12-19 10:00:00,67,2015,12,19,10,5,0,89
1228,26228,2015-12-19 11:00:00,65,2015,12,19,11,5,0,92
1229,26229,2015-12-19 12:00:00,65,2015,12,19,12,5,0,94
1230,26230,2015-12-19 13:00:00,58,2015,12,19,13,5,0,91
1231,26231,2015-12-19 14:00:00,57,2015,12,19,14,5,0,87
1232,26232,2015-12-19 15:00:00,54,2015,12,19,15,5,0,80
1233,26233,2015-12-19 16:00:00,52,2015,12,19,16,5,0,73
1234,26234,2015-12-19 17:00:00,46,2015,12,19,17,5,0,65
1235,26235,2015-12-19 18:00:00,44,2015,12,19,18,5,0,62
1236,26236,2015-12-19 19:00:00,44,2015,12,19,19,5,0,57
1237,26237,2015-12-19 20:00:00,41,2015,12,19,20,5,0,50
1238,26238,2015-12-19 21:00:00,38,2015,12,19,21,5,0,50
1239,26239,2015-12-19 22:00:00,36,2015,12,19,22,5,0,45
1240,26240,2015-12-19 23:00:00,31,2015,12,19,23,5,0,43
1241,26241,2015-12-20 00:00:00,31,2015,12,20,0,6,0,42
1242,26242,2015-12-20 01:00:00,31,2015,12,20,1,6,0,42
1243,26243,2015-12-20 02:00:00,33,2015,12,20,2,6,0,41
1244,26244,2015-12-20 03:00:00,34,2015,12,20,3,6,0,41
1245,26245,2015-12-20 04:00:00,33,2015,12,20,4,6,0,39
1246,26246,2015-12-20 05:00:00,32,2015,12,20,5,6,0,41
1247,26247,2015-12-20 06:00:00,33,2015,12,20,6,6,0,46
1248,26248,2015-12-20 07:00:00,32,2015,12,20,7,6,0,50
1249,26249,2015-12-20 08:00:00,42,2015,12,20,8,6,0,62
1250,26250,2015-12-20 09:00:00,62,2015,12,20,9,6,0,81
1251,26251,2015-12-20 10:00:00,89,2015,12,20,10,6,0,107
1252,26252,2015-12-20 11:00:00,100,2015,12,20,11,6,0,116
1253,26253,2015-12-20 12:00:00,103,2015,12,20,12,6,0,121
1254,26254,2015-12-20 13:00:00,93,2015,12,20,13,6,0,101
1255,26255,2015-12-20 14:00:00,63,2015,12,20,14,6,0,86
1256,26256,2015-12-20 15:00:00,62,2015,12,20,15,6,0,81
1257,26257,2015-12-20 16:00:00,56,2015,12,20,16,6,0,76
1258,26258,2015-12-20 17:00:00,53,2015,12,20,17,6,0,71
1259,26259,2015-12-20 18:00:00,52,2015,12,20,18,6,0,64
1260,26260,2015-12-20 19:00:00,47,2015,12,20,19,6,0,59
1261,26261,2015-12-20 20:00:00,45,2015,12,20,20,6,0,54
1262,26262,2015-12-20 21:00:00,41,2015,12,20,21,6,0,49
1263,26263,2015-12-20 22:00:00,38,2015,12,20,22,6,0,47
1264,26264,2015-12-20 23:00:00,36,2015,12,20,23,6,0,43
1265,26265,2015-12-21 00:00:00,35,2015,12,21,0,0,0,42
1266,26266,2015-12-21 01:00:00,32,2015,12,21,1,0,0,39
1267,26267,2015-12-21 02:00:00,31,2015,12,21,2,0,0,35
1268,26268,2015-12-21 03:00:00,31,2015,12,21,3,0,0,38
1269,26269,2015-12-21 04:00:00,44,2015,12,21,4,0,0,70
1270,26270,2015-12-21 05:00:00,122,2015,12,21,5,0,0,243
1271,26271,2015-12-21 06:00:00,421,2015,12,21,6,0,0,858
1272,26272,2015-12-21 07:00:00,858,2015,12,21,7,0,0,1652
1273,26273,2015-12-21 08:00:00,1294,2015,12,21,8,0,0,2243
1274,26274,2015-12-21 09:00:00,1474,2015,12,21,9,0,0,2415
1275,26275,2015-12-21 10:00:00,1534,2015,12,21,10,0,0,2460
1276,26276,2015-12-21 11:00:00,1526,2015,12,21,11,0,0,2477
1277,26277,2015-12-21 12:00:00,1494,2015,12,21,12,0,0,2449
1278,26278,2015-12-21 13:00:00,1504,2015,12,21,13,0,0,2453
1279,26279,2015-12-21 14:00:00,1454,2015,12,21,14,0,0,2424
1280,26280,2015-12-21 15:00:00,1378,2015,12,21,15,0,0,2346
1281,26281,2015-12-21 16:00:00,1184,2015,12,21,16,0,0,2103
1282,26282,2015-12-21 17:00:00,736,2015,12,21,17,0,0,1406
1283,26283,2015-12-21 18:00:00,329,2015,12,21,18,0,0,689
1284,26284,2015-12-21 19:00:00,168,2015,12,21,19,0,0,289
1285,26285,2015-12-21 20:00:00,112,2015,12,21,20,0,0,152
1286,26286,2015-12-21 21:00:00,78,2015,12,21,21,0,0,109
1287,26287,2015-12-21 22:00:00,57,2015,12,21,22,0,0,86
1288,26288,2015-12-21 23:00:00,43,2015,12,21,23,0,0,64
1289,26289,2015-12-22 00:00:00,37,2015,12,22,0,1,0,51
1290,26290,2015-12-22 01:00:00,34,2015,12,22,1,1,0,46
1291,26291,2015-12-22 02:00:00,29,2015,12,22,2,1,0,45
1292,26292,2015-12-22 03:00:00,29,2015,12,22,3,1,0,43
1293,26293,2015-12-22 04:00:00,40,2015,12,22,4,1,0,72
1294,26294,2015-12-22 05:00:00,101,2015,12,22,5,1,0,254
1295,26295,2015-12-22 06:00:00,383,2015,12,22,6,1,0,872
1296,26296,2015-12-22 07:00:00,807,2015,12,22,7,1,0,1671
1297,26297,2015-12-22 08:00:00,1181,2015,12,22,8,1,0,2274
1298,26298,2015-12-22 09:00:00,1350,2015,12,22,9,1,0,2463
1299,26299,2015-12-22 10:00:00,1396,2015,12,22,10,1,0,2509
1300,26300,2015-12-22 11:00:00,1406,2015,12,22,11,1,0,2515
1301,26301,2015-12-22 12:00:00,1284,2015,12,22,12,1,0,2468
1302,26302,2015-12-22 13:00:00,1283,2015,12,22,13,1,0,2485
1303,26303,2015-12-22 14:00:00,1226,2015,12,22,14,1,0,2446
1304,26304,2015-12-22 15:00:00,1135,2015,12,22,15,1,0,2361
1305,26305,2015-12-22 16:00:00,939,2015,12,22,16,1,0,2101
1306,26306,2015-12-22 17:00:00,573,2015,12,22,17,1,0,1409
1307,26307,2015-12-22 18:00:00,263,2015,12,22,18,1,0,706
1308,26308,2015-12-22 19:00:00,138,2015,12,22,19,1,0,302
1309,26309,2015-12-22 20:00:00,87,2015,12,22,20,1,0,163
1310,26310,2015-12-22 21:00:00,74,2015,12,22,21,1,0,118
1311,26311,2015-12-22 22:00:00,57,2015,12,22,22,1,0,92
1312,26312,2015-12-22 23:00:00,48,2015,12,22,23,1,0,69
1313,26313,2015-12-23 00:00:00,37,2015,12,23,0,2,0,55
1314,26314,2015-12-23 01:00:00,36,2015,12,23,1,2,0,51
1315,26315,2015-12-23 02:00:00,34,2015,12,23,2,2,0,47
1316,26316,2015-12-23 03:00:00,34,2015,12,23,3,2,0,45
1317,26317,2015-12-23 04:00:00,41,2015,12,23,4,2,0,74
1318,26318,2015-12-23 05:00:00,80,2015,12,23,5,2,0,253
1319,26319,2015-12-23 06:00:00,243,2015,12,23,6,2,0,868
1320,26320,2015-12-23 07:00:00,508,2015,12,23,7,2,0,1667
1321,26321,2015-12-23 08:00:00,769,2015,12,23,8,2,0,2286
1322,26322,2015-12-23 09:00:00,890,2015,12,23,9,2,0,2481
1323,26323,2015-12-23 10:00:00,913,2015,12,23,10,2,0,2530
1324,26324,2015-12-23 11:00:00,905,2015,12,23,11,2,0,2533
1325,26325,2015-12-23 12:00:00,805,2015,12,23,12,2,0,2486
1326,26326,2015-12-23 13:00:00,683,2015,12,23,13,2,0,2495
1327,26327,2015-12-23 14:00:00,585,2015,12,23,14,2,0,2453
1328,26328,2015-12-23 15:00:00,411,2015,12,23,15,2,0,2357
1329,26329,2015-12-23 16:00:00,270,2015,12,23,16,2,0,2101
1330,26330,2015-12-23 17:00:00,182,2015,12,23,17,2,0,1413
1331,26331,2015-12-23 18:00:00,101,2015,12,23,18,2,0,711
1332,26332,2015-12-23 19:00:00,77,2015,12,23,19,2,0,313
1333,26333,2015-12-23 20:00:00,69,2015,12,23,20,2,0,175
1334,26334,2015-12-23 21:00:00,63,2015,12,23,21,2,0,125
1335,26335,2015-12-23 22:00:00,48,2015,12,23,22,2,0,93
1336,26336,2015-12-23 23:00:00,34,2015,12,23,23,2,0,71
1337,26337,2015-12-24 00:00:00,31,2015,12,24,0,3,0,56
1338,26338,2015-12-24 01:00:00,31,2015,12,24,1,3,0,50
1339,26339,2015-12-24 02:00:00,31,2015,12,24,2,3,0,46
1340,26340,2015-12-24 03:00:00,31,2015,12,24,3,3,0,48
1341,26341,2015-12-24 04:00:00,31,2015,12,24,4,3,0,73
1342,26342,2015-12-24 05:00:00,35,2015,12,24,5,3,0,246
1343,26343,2015-12-24 06:00:00,65,2015,12,24,6,3,0,857
1344,26344,2015-12-24 07:00:00,126,2015,12,24,7,3,0,1644
1345,26345,2015-12-24 08:00:00,157,2015,12,24,8,3,0,2256
1346,26346,2015-12-24 09:00:00,182,2015,12,24,9,3,0,2455
1347,26347,2015-12-24 10:00:00,190,2015,12,24,10,3,0,2503
1348,26348,2015-12-24 11:00:00,184,2015,12,24,11,3,0,2508
1349,26349,2015-12-24 12:00:00,140,2015,12,24,12,3,0,2458
1350,26350,2015-12-24 13:00:00,93,2015,12,24,13,3,0,2464
1351,26351,2015-12-24 14:00:00,67,2015,12,24,14,3,0,2421
1352,26352,2015-12-24 15:00:00,52,2015,12,24,15,3,0,2321
1353,26353,2015-12-24 16:00:00,48,2015,12,24,16,3,0,2049
1354,26354,2015-12-24 17:00:00,51,2015,12,24,17,3,0,1358
1355,26355,2015-12-24 18:00:00,40,2015,12,24,18,3,0,667
1356,26356,2015-12-24 19:00:00,32,2015,12,24,19,3,0,291
1357,26357,2015-12-24 20:00:00,31,2015,12,24,20,3,0,163
1358,26358,2015-12-24 21:00:00,30,2015,12,24,21,3,0,120
1359,26359,2015-12-24 22:00:00,30,2015,12,24,22,3,0,91
1360,26360,2015-12-24 23:00:00,31,2015,12,24,23,3,0,68
1361,26361,2015-12-25 00:00:00,31,2015,12,25,0,4,1,42
1362,26362,2015-12-25 01:00:00,31,2015,12,25,1,4,1,40
1363,26363,2015-12-25 02:00:00,31,2015,12,25,2,4,1,39
1364,26364,2015-12-25 03:00:00,34,2015,12,25,3,4,1,39
1365,26365,2015-12-25 04:00:00,30,2015,12,25,4,4,1,37
1366,26366,2015-12-25 05:00:00,30,2015,12,25,5,4,1,40
1367,26367,2015-12-25 06:00:00,31,2015,12,25,6,4,1,38
1368,26368,2015-12-25 07:00:00,32,2015,12,25,7,4,1,51
1369,26369,2015-12-25 08:00:00,32,2015,12,25,8,4,1,61
1370,26370,2015-12-25 09:00:00,31,2015,12,25,9,4,1,68
1371,26371,2015-12-25 10:00:00,31,2015,12,25,10,4,1,71
1372,26372,2015-12-25 11:00:00,31,2015,12,25,11,4,1,72
1373,26373,2015-12-25 12:00:00,32,2015,12,25,12,4,1,71
1374,26374,2015-12-25 13:00:00,31,2015,12,25,13,4,1,64
1375,26375,2015-12-25 14:00:00,33,2015,12,25,14,4,1,62
1376,26376,2015-12-25 15:00:00,33,2015,12,25,15,4,1,57
1377,26377,2015-12-25 16:00:00,33,2015,12,25,16,4,1,54
1378,26378,2015-12-25 17:00:00,34,2015,12,25,17,4,1,49
1379,26379,2015-12-25 18:00:00,33,2015,12,25,18,4,1,45
1380,26380,2015-12-25 19:00:00,33,2015,12,25,19,4,1,46
1381,26381,2015-12-25 20:00:00,32,2015,12,25,20,4,1,44
1382,26382,2015-12-25 21:00:00,32,2015,12,25,21,4,1,45
1383,26383,2015-12-25 22:00:00,31,2015,12,25,22,4,1,41
1384,26384,2015-12-25 23:00:00,30,2015,12,25,23,4,1,42
1385,26385,2015-12-26 00:00:00,30,2015,12,26,0,5,0,45
1386,26386,2015-12-26 01:00:00,30,2015,12,26,1,5,0,43
1387,26387,2015-12-26 02:00:00,31,2015,12,26,2,5,0,42
1388,26388,2015-12-26 03:00:00,34,2015,12,26,3,5,0,43
1389,26389,2015-12-26 04:00:00,31,2015,12,26,4,5,0,44
1390,26390,2015-12-26 05:00:00,31,2015,12,26,5,5,0,46
1391,26391,2015-12-26 06:00:00,31,2015,12,26,6,5,0,48
1392,26392,2015-12-26 07:00:00,33,2015,12,26,7,5,0,55
1393,26393,2015-12-26 08:00:00,39,2015,12,26,8,5,0,67
1394,26394,2015-12-26 09:00:00,45,2015,12,26,9,5,0,82
1395,26395,2015-12-26 10:00:00,78,2015,12,26,10,5,0,90
1396,26396,2015-12-26 11:00:00,77,2015,12,26,11,5,0,92
1397,26397,2015-12-26 12:00:00,80,2015,12,26,12,5,0,94
1398,26398,2015-12-26 13:00:00,74,2015,12,26,13,5,0,92
1399,26399,2015-12-26 14:00:00,52,2015,12,26,14,5,0,86
1400,26400,2015-12-26 15:00:00,46,2015,12,26,15,5,0,80
1401,26401,2015-12-26 16:00:00,41,2015,12,26,16,5,0,72
1402,26402,2015-12-26 17:00:00,37,2015,12,26,17,5,0,66
1403,26403,2015-12-26 18:00:00,33,2015,12,26,18,5,0,62
1404,26404,2015-12-26 19:00:00,33,2015,12,26,19,5,0,56
1405,26405,2015-12-26 20:00:00,33,2015,12,26,20,5,0,51
1406,26406,2015-12-26 21:00:00,32,2015,12,26,21,5,0,47
1407,26407,2015-12-26 22:00:00,32,2015,12,26,22,5,0,46
1408,26408,2015-12-26 23:00:00,32,2015,12,26,23,5,0,42
1409,26409,2015-12-27 00:00:00,32,2015,12,27,0,6,0,43
1410,26410,2015-12-27 01:00:00,32,2015,12,27,1,6,0,40
1411,26411,2015-12-27 02:00:00,32,2015,12,27,2,6,0,41
1412,26412,2015-12-27 03:00:00,32,2015,12,27,3,6,0,40
1413,26413,2015-12-27 04:00:00,33,2015,12,27,4,6,0,41
1414,26414,2015-12-27 05:00:00,33,2015,12,27,5,6,0,39
1415,26415,2015-12-27 06:00:00,35,2015,12,27,6,6,0,46
1416,26416,2015-12-27 07:00:00,35,2015,12,27,7,6,0,50
1417,26417,2015-12-27 08:00:00,40,2015,12,27,8,6,0,62
1418,26418,2015-12-27 09:00:00,44,2015,12,27,9,6,0,80
1419,26419,2015-12-27 10:00:00,56,2015,12,27,10,6,0,108
1420,26420,2015-12-27 11:00:00,61,2015,12,27,11,6,0,114
1421,26421,2015-12-27 12:00:00,62,2015,12,27,12,6,0,119
1422,26422,2015-12-27 13:00:00,40,2015,12,27,13,6,0,100
1423,26423,2015-12-27 14:00:00,37,2015,12,27,14,6,0,86
1424,26424,2015-12-27 15:00:00,39,2015,12,27,15,6,0,79
1425,26425,2015-12-27 16:00:00,38,2015,12,27,16,6,0,78
1426,26426,2015-12-27 17:00:00,37,2015,12,27,17,6,0,70
1427,26427,2015-12-27 18:00:00,34,2015,12,27,18,6,0,64
1428,26428,2015-12-27 19:00:00,34,2015,12,27,19,6,0,58
1429,26429,2015-12-27 20:00:00,33,2015,12,27,20,6,0,55
1430,26430,2015-12-27 21:00:00,32,2015,12,27,21,6,0,50
1431,26431,2015-12-27 22:00:00,31,2015,12,27,22,6,0,46
1432,26432,2015-12-27 23:00:00,31,2015,12,27,23,6,0,42
1433,26433,2015-12-28 00:00:00,31,2015,12,28,0,0,0,41
1434,26434,2015-12-28 01:00:00,31,2015,12,28,1,0,0,40
1435,26435,2015-12-28 02:00:00,31,2015,12,28,2,0,0,37
1436,26436,2015-12-28 03:00:00,36,2015,12,28,3,0,0,37
1437,26437,2015-12-28 04:00:00,43,2015,12,28,4,0,0,68
1438,26438,2015-12-28 05:00:00,91,2015,12,28,5,0,0,244
1439,26439,2015-12-28 06:00:00,311,2015,12,28,6,0,0,856
1440,26440,2015-12-28 07:00:00,595,2015,12,28,7,0,0,1652
1441,26441,2015-12-28 08:00:00,852,2015,12,28,8,0,0,2246
1442,26442,2015-12-28 09:00:00,964,2015,12,28,9,0,0,2417
1443,26443,2015-12-28 10:00:00,1002,2015,12,28,10,0,0,2462
1444,26444,2015-12-28 11:00:00,1010,2015,12,28,11,0,0,2477
1445,26445,2015-12-28 12:00:00,985,2015,12,28,12,0,0,2448
1446,26446,2015-12-28 13:00:00,963,2015,12,28,13,0,0,2453
1447,26447,2015-12-28 14:00:00,926,2015,12,28,14,0,0,2424
1448,26448,2015-12-28 15:00:00,868,2015,12,28,15,0,0,2347
1449,26449,2015-12-28 16:00:00,723,2015,12,28,16,0,0,2104
1450,26450,2015-12-28 17:00:00,431,2015,12,28,17,0,0,1405
1451,26451,2015-12-28 18:00:00,200,2015,12,28,18,0,0,689
1452,26452,2015-12-28 19:00:00,103,2015,12,28,19,0,0,288
1453,26453,2015-12-28 20:00:00,68,2015,12,28,20,0,0,153
1454,26454,2015-12-28 21:00:00,59,2015,12,28,21,0,0,111
1455,26455,2015-12-28 22:00:00,48,2015,12,28,22,0,0,87
1456,26456,2015-12-28 23:00:00,39,2015,12,28,23,0,0,66
1457,26457,2015-12-29 00:00:00,33,2015,12,29,0,1,0,51
1458,26458,2015-12-29 01:00:00,33,2015,12,29,1,1,0,46
1459,26459,2015-12-29 02:00:00,29,2015,12,29,2,1,0,44
1460,26460,2015-12-29 03:00:00,29,2015,12,29,3,1,0,42
1461,26461,2015-12-29 04:00:00,40,2015,12,29,4,1,0,72
1462,26462,2015-12-29 05:00:00,93,2015,12,29,5,1,0,250
1463,26463,2015-12-29 06:00:00,331,2015,12,29,6,1,0,873
1464,26464,2015-12-29 07:00:00,620,2015,12,29,7,1,0,1671
1465,26465,2015-12-29 08:00:00,890,2015,12,29,8,1,0,2275
1466,26466,2015-12-29 09:00:00,999,2015,12,29,9,1,0,2464
1467,26467,2015-12-29 10:00:00,1038,2015,12,29,10,1,0,2509
1468,26468,2015-12-29 11:00:00,1045,2015,12,29,11,1,0,2516
1469,26469,2015-12-29 12:00:00,1016,2015,12,29,12,1,0,2469
1470,26470,2015-12-29 13:00:00,994,2015,12,29,13,1,0,2484
1471,26471,2015-12-29 14:00:00,960,2015,12,29,14,1,0,2447
1472,26472,2015-12-29 15:00:00,890,2015,12,29,15,1,0,2361
1473,26473,2015-12-29 16:00:00,728,2015,12,29,16,1,0,2102
1474,26474,2015-12-29 17:00:00,429,2015,12,29,17,1,0,1410
1475,26475,2015-12-29 18:00:00,196,2015,12,29,18,1,0,706
1476,26476,2015-12-29 19:00:00,102,2015,12,29,19,1,0,304
1477,26477,2015-12-29 20:00:00,80,2015,12,29,20,1,0,162
1478,26478,2015-12-29 21:00:00,72,2015,12,29,21,1,0,120
1479,26479,2015-12-29 22:00:00,55,2015,12,29,22,1,0,90
1480,26480,2015-12-29 23:00:00,43,2015,12,29,23,1,0,70
1481,26481,2015-12-30 00:00:00,36,2015,12,30,0,2,0,56
1482,26482,2015-12-30 01:00:00,38,2015,12,30,1,2,0,50
1483,26483,2015-12-30 02:00:00,34,2015,12,30,2,2,0,46
1484,26484,2015-12-30 03:00:00,35,2015,12,30,3,2,0,48
1485,26485,2015-12-30 04:00:00,38,2015,12,30,4,2,0,75
1486,26486,2015-12-30 05:00:00,87,2015,12,30,5,2,0,252
1487,26487,2015-12-30 06:00:00,278,2015,12,30,6,2,0,866
1488,26488,2015-12-30 07:00:00,526,2015,12,30,7,2,0,1667
1489,26489,2015-12-30 08:00:00,767,2015,12,30,8,2,0,2285
1490,26490,2015-12-30 09:00:00,878,2015,12,30,9,2,0,2482
1491,26491,2015-12-30 10:00:00,920,2015,12,30,10,2,0,2531
1492,26492,2015-12-30 11:00:00,921,2015,12,30,11,2,0,2532
1493,26493,2015-12-30 12:00:00,898,2015,12,30,12,2,0,2483
1494,26494,2015-12-30 13:00:00,855,2015,12,30,13,2,0,2496
1495,26495,2015-12-30 14:00:00,812,2015,12,30,14,2,0,2452
1496,26496,2015-12-30 15:00:00,718,2015,12,30,15,2,0,2356
1497,26497,2015-12-30 16:00:00,564,2015,12,30,16,2,0,2102
1498,26498,2015-12-30 17:00:00,350,2015,12,30,17,2,0,1411
1499,26499,2015-12-30 18:00:00,155,2015,12,30,18,2,0,712
1500,26500,2015-12-30 19:00:00,90,2015,12,30,19,2,0,316
1501,26501,2015-12-30 20:00:00,71,2015,12,30,20,2,0,173
1502,26502,2015-12-30 21:00:00,64,2015,12,30,21,2,0,124
1503,26503,2015-12-30 22:00:00,50,2015,12,30,22,2,0,92
1504,26504,2015-12-30 23:00:00,32,2015,12,30,23,2,0,71
1505,26505,2015-12-31 00:00:00,30,2015,12,31,0,3,0,57
1506,26506,2015-12-31 01:00:00,33,2015,12,31,1,3,0,49
1507,26507,2015-12-31 02:00:00,35,2015,12,31,2,3,0,50
1508,26508,2015-12-31 03:00:00,32,2015,12,31,3,3,0,48
1509,26509,2015-12-31 04:00:00,36,2015,12,31,4,3,0,75
1510,26510,2015-12-31 05:00:00,58,2015,12,31,5,3,0,246
1511,26511,2015-12-31 06:00:00,183,2015,12,31,6,3,0,855
1512,26512,2015-12-31 07:00:00,353,2015,12,31,7,3,0,1644
1513,26513,2015-12-31 08:00:00,490,2015,12,31,8,3,0,2256
1514,26514,2015-12-31 09:00:00,559,2015,12,31,9,3,0,2453
1515,26515,2015-12-31 10:00:00,578,2015,12,31,10,3,0,2503
1516,26516,2015-12-31 11:00:00,578,2015,12,31,11,3,0,2508
1517,26517,2015-12-31 12:00:00,528,2015,12,31,12,3,0,2460
1518,26518,2015-12-31 13:00:00,438,2015,12,31,13,3,0,2463
1519,26519,2015-12-31 14:00:00,341,2015,12,31,14,3,0,2420
1520,26520,2015-12-31 15:00:00,249,2015,12,31,15,3,0,2322
1521,26521,2015-12-31 16:00:00,152,2015,12,31,16,3,0,2047
1522,26522,2015-12-31 17:00:00,94,2015,12,31,17,3,0,1355
1523,26523,2015-12-31 18:00:00,71,2015,12,31,18,3,0,666
1524,26524,2015-12-31 19:00:00,55,2015,12,31,19,3,0,290
1525,26525,2015-12-31 20:00:00,48,2015,12,31,20,3,0,162
1526,26526,2015-12-31 21:00:00,41,2015,12,31,21,3,0,118
1527,26527,2015-12-31 22:00:00,41,2015,12,31,22,3,0,91
1528,26528,2015-12-31 23:00:00,43,2015,12,31,23,3,0,68
1529,26529,2016-01-01 00:00:00,40,2016,1,1,0,4,1,40
1530,26530,2016-01-01 01:00:00,38,2016,1,1,1,4,1,40
1531,26531,2016-01-01 02:00:00,36,2016,1,1,2,4,1,40
1532,26532,2016-01-01 03:00:00,35,2016,1,1,3,4,1,41
1533,26533,2016-01-01 04:00:00,35,2016,1,1,4,4,1,37
1534,26534,2016-01-01 05:00:00,35,2016,1,1,5,4,1,37
1535,26535,2016-01-01 06:00:00,36,2016,1,1,6,4,1,41
1536,26536,2016-01-01 07:00:00,38,2016,1,1,7,4,1,51
1537,26537,2016-01-01 08:00:00,39,2016,1,1,8,4,1,64
1538,26538,2016-01-01 09:00:00,37,2016,1,1,9,4,1,66
1539,26539,2016-01-01 10:00:00,40,2016,1,1,10,4,1,71
1540,26540,2016-01-01 11:00:00,38,2016,1,1,11,4,1,73
1541,26541,2016-01-01 12:00:00,41,2016,1,1,12,4,1,71
1542,26542,2016-01-01 13:00:00,41,2016,1,1,13,4,1,62
1543,26543,2016-01-01 14:00:00,43,2016,1,1,14,4,1,60
1544,26544,2016-01-01 15:00:00,43,2016,1,1,15,4,1,59
1545,26545,2016-01-01 16:00:00,40,2016,1,1,16,4,1,56
1546,26546,2016-01-01 17:00:00,35,2016,1,1,17,4,1,48
1547,26547,2016-01-01 18:00:00,35,2016,1,1,18,4,1,46
1548,26548,2016-01-01 19:00:00,32,2016,1,1,19,4,1,44
1549,26549,2016-01-01 20:00:00,31,2016,1,1,20,4,1,43
1550,26550,2016-01-01 21:00:00,31,2016,1,1,21,4,1,43
1551,26551,2016-01-01 22:00:00,31,2016,1,1,22,4,1,42
1552,26552,2016-01-01 23:00:00,32,2016,1,1,23,4,1,38
1553,26553,2016-01-02 00:00:00,32,2016,1,2,0,5,0,46
1554,26554,2016-01-02 01:00:00,31,2016,1,2,1,5,0,45
1555,26555,2016-01-02 02:00:00,31,2016,1,2,2,5,0,45
1556,26556,2016-01-02 03:00:00,31,2016,1,2,3,5,0,44
1557,26557,2016-01-02 04:00:00,31,2016,1,2,4,5,0,44
1558,26558,2016-01-02 05:00:00,31,2016,1,2,5,5,0,45
1559,26559,2016-01-02 06:00:00,33,2016,1,2,6,5,0,44
1560,26560,2016-01-02 07:00:00,35,2016,1,2,7,5,0,57
1561,26561,2016-01-02 08:00:00,41,2016,1,2,8,5,0,69
1562,26562,2016-01-02 09:00:00,45,2016,1,2,9,5,0,81
1563,26563,2016-01-02 10:00:00,50,2016,1,2,10,5,0,91
1564,26564,2016-01-02 11:00:00,58,2016,1,2,11,5,0,93
1565,26565,2016-01-02 12:00:00,56,2016,1,2,12,5,0,93
1566,26566,2016-01-02 13:00:00,50,2016,1,2,13,5,0,91
1567,26567,2016-01-02 14:00:00,49,2016,1,2,14,5,0,87
1568,26568,2016-01-02 15:00:00,50,2016,1,2,15,5,0,80
1569,26569,2016-01-02 16:00:00,50,2016,1,2,16,5,0,73
1570,26570,2016-01-02 17:00:00,47,2016,1,2,17,5,0,66
1571,26571,2016-01-02 18:00:00,40,2016,1,2,18,5,0,62
1572,26572,2016-01-02 19:00:00,37,2016,1,2,19,5,0,56
1573,26573,2016-01-02 20:00:00,36,2016,1,2,20,5,0,53
1574,26574,2016-01-02 21:00:00,36,2016,1,2,21,5,0,47
1575,26575,2016-01-02 22:00:00,33,2016,1,2,22,5,0,46
1576,26576,2016-01-02 23:00:00,34,2016,1,2,23,5,0,43
1577,26577,2016-01-03 00:00:00,33,2016,1,3,0,6,0,44
1578,26578,2016-01-03 01:00:00,33,2016,1,3,1,6,0,41
1579,26579,2016-01-03 02:00:00,33,2016,1,3,2,6,0,40
1580,26580,2016-01-03 03:00:00,33,2016,1,3,3,6,0,39
1581,26581,2016-01-03 04:00:00,34,2016,1,3,4,6,0,42
1582,26582,2016-01-03 05:00:00,34,2016,1,3,5,6,0,41
1583,26583,2016-01-03 06:00:00,34,2016,1,3,6,6,0,44
1584,26584,2016-01-03 07:00:00,36,2016,1,3,7,6,0,51
1585,26585,2016-01-03 08:00:00,45,2016,1,3,8,6,0,61
1586,26586,2016-01-03 09:00:00,60,2016,1,3,9,6,0,79
1587,26587,2016-01-03 10:00:00,89,2016,1,3,10,6,0,108
1588,26588,2016-01-03 11:00:00,100,2016,1,3,11,6,0,117
1589,26589,2016-01-03 12:00:00,105,2016,1,3,12,6,0,119
