,count_pred,datetime,day,holiday,hour,month,weekday,year
462,318,2016-02-20 06:00:00,20,0,6,2,5,2016
463,677,2016-02-20 07:00:00,20,0,7,2,5,2016
464,961,2016-02-20 08:00:00,20,0,8,2,5,2016
465,1058,2016-02-20 09:00:00,20,0,9,2,5,2016
466,1085,2016-02-20 10:00:00,20,0,10,2,5,2016
467,1085,2016-02-20 11:00:00,20,0,11,2,5,2016
468,1057,2016-02-20 12:00:00,20,0,12,2,5,2016
469,1049,2016-02-20 13:00:00,20,0,13,2,5,2016
470,1020,2016-02-20 14:00:00,20,0,14,2,5,2016
471,964,2016-02-20 15:00:00,20,0,15,2,5,2016
472,832,2016-02-20 16:00:00,20,0,16,2,5,2016
473,533,2016-02-20 17:00:00,20,0,17,2,5,2016
474,238,2016-02-20 18:00:00,20,0,18,2,5,2016
475,77,2016-02-20 19:00:00,20,0,19,2,5,2016
476,21,2016-02-20 20:00:00,20,0,20,2,5,2016
477,35,2016-02-20 21:00:00,20,0,21,2,5,2016
478,35,2016-02-20 22:00:00,20,0,22,2,5,2016
479,35,2016-02-20 23:00:00,20,0,23,2,5,2016
480,35,2016-02-21 00:00:00,21,0,0,2,6,2016
481,35,2016-02-21 01:00:00,21,0,1,2,6,2016
482,35,2016-02-21 02:00:00,21,0,2,2,6,2016
483,35,2016-02-21 03:00:00,21,0,3,2,6,2016
484,35,2016-02-21 04:00:00,21,0,4,2,6,2016
485,51,2016-02-21 05:00:00,21,0,5,2,6,2016
486,317,2016-02-21 06:00:00,21,0,6,2,6,2016
487,676,2016-02-21 07:00:00,21,0,7,2,6,2016
488,960,2016-02-21 08:00:00,21,0,8,2,6,2016
489,1057,2016-02-21 09:00:00,21,0,9,2,6,2016
490,1084,2016-02-21 10:00:00,21,0,10,2,6,2016
491,1084,2016-02-21 11:00:00,21,0,11,2,6,2016
492,1055,2016-02-21 12:00:00,21,0,12,2,6,2016
493,1048,2016-02-21 13:00:00,21,0,13,2,6,2016
494,1019,2016-02-21 14:00:00,21,0,14,2,6,2016
495,963,2016-02-21 15:00:00,21,0,15,2,6,2016
496,831,2016-02-21 16:00:00,21,0,16,2,6,2016
497,532,2016-02-21 17:00:00,21,0,17,2,6,2016
498,237,2016-02-21 18:00:00,21,0,18,2,6,2016
499,76,2016-02-21 19:00:00,21,0,19,2,6,2016
500,20,2016-02-21 20:00:00,21,0,20,2,6,2016
501,35,2016-02-21 21:00:00,21,0,21,2,6,2016
502,35,2016-02-21 22:00:00,21,0,22,2,6,2016
503,35,2016-02-21 23:00:00,21,0,23,2,6,2016
504,700,2016-02-22 00:00:00,22,0,0,2,0,2016
505,698,2016-02-22 01:00:00,22,0,1,2,0,2016
506,696,2016-02-22 02:00:00,22,0,2,2,0,2016
507,696,2016-02-22 03:00:00,22,0,3,2,0,2016
508,709,2016-02-22 04:00:00,22,0,4,2,0,2016
509,785,2016-02-22 05:00:00,22,0,5,2,0,2016
510,1051,2016-02-22 06:00:00,22,0,6,2,0,2016
511,1410,2016-02-22 07:00:00,22,0,7,2,0,2016
512,1694,2016-02-22 08:00:00,22,0,8,2,0,2016
513,1791,2016-02-22 09:00:00,22,0,9,2,0,2016
514,1818,2016-02-22 10:00:00,22,0,10,2,0,2016
515,1818,2016-02-22 11:00:00,22,0,11,2,0,2016
516,1789,2016-02-22 12:00:00,22,0,12,2,0,2016
517,1782,2016-02-22 13:00:00,22,0,13,2,0,2016
518,1753,2016-02-22 14:00:00,22,0,14,2,0,2016
519,1697,2016-02-22 15:00:00,22,0,15,2,0,2016
520,1565,2016-02-22 16:00:00,22,0,16,2,0,2016
521,1266,2016-02-22 17:00:00,22,0,17,2,0,2016
522,971,2016-02-22 18:00:00,22,0,18,2,0,2016
523,810,2016-02-22 19:00:00,22,0,19,2,0,2016
524,754,2016-02-22 20:00:00,22,0,20,2,0,2016
525,734,2016-02-22 21:00:00,22,0,21,2,0,2016
526,720,2016-02-22 22:00:00,22,0,22,2,0,2016
527,708,2016-02-22 23:00:00,22,0,23,2,0,2016
528,713,2016-02-23 00:00:00,23,0,0,2,1,2016
529,711,2016-02-23 01:00:00,23,0,1,2,1,2016
530,710,2016-02-23 02:00:00,23,0,2,2,1,2016
531,709,2016-02-23 03:00:00,23,0,3,2,1,2016
532,723,2016-02-23 04:00:00,23,0,4,2,1,2016
533,798,2016-02-23 05:00:00,23,0,5,2,1,2016
534,1064,2016-02-23 06:00:00,23,0,6,2,1,2016
535,1423,2016-02-23 07:00:00,23,0,7,2,1,2016
536,1708,2016-02-23 08:00:00,23,0,8,2,1,2016
537,1804,2016-02-23 09:00:00,23,0,9,2,1,2016
538,1832,2016-02-23 10:00:00,23,0,10,2,1,2016
539,1831,2016-02-23 11:00:00,23,0,11,2,1,2016
540,1803,2016-02-23 12:00:00,23,0,12,2,1,2016
541,1796,2016-02-23 13:00:00,23,0,13,2,1,2016
542,1767,2016-02-23 14:00:00,23,0,14,2,1,2016
543,1711,2016-02-23 15:00:00,23,0,15,2,1,2016
544,1579,2016-02-23 16:00:00,23,0,16,2,1,2016
545,1279,2016-02-23 17:00:00,23,0,17,2,1,2016
546,984,2016-02-23 18:00:00,23,0,18,2,1,2016
547,823,2016-02-23 19:00:00,23,0,19,2,1,2016
548,767,2016-02-23 20:00:00,23,0,20,2,1,2016
549,748,2016-02-23 21:00:00,23,0,21,2,1,2016
550,733,2016-02-23 22:00:00,23,0,22,2,1,2016
551,722,2016-02-23 23:00:00,23,0,23,2,1,2016
552,717,2016-02-24 00:00:00,24,0,0,2,2,2016
553,714,2016-02-24 01:00:00,24,0,1,2,2,2016
554,713,2016-02-24 02:00:00,24,0,2,2,2,2016
555,713,2016-02-24 03:00:00,24,0,3,2,2,2016
556,726,2016-02-24 04:00:00,24,0,4,2,2,2016
557,801,2016-02-24 05:00:00,24,0,5,2,2,2016
558,1068,2016-02-24 06:00:00,24,0,6,2,2,2016
559,1427,2016-02-24 07:00:00,24,0,7,2,2,2016
560,1711,2016-02-24 08:00:00,24,0,8,2,2,2016
561,1808,2016-02-24 09:00:00,24,0,9,2,2,2016
562,1835,2016-02-24 10:00:00,24,0,10,2,2,2016
563,1835,2016-02-24 11:00:00,24,0,11,2,2,2016
564,1806,2016-02-24 12:00:00,24,0,12,2,2,2016
565,1799,2016-02-24 13:00:00,24,0,13,2,2,2016
566,1770,2016-02-24 14:00:00,24,0,14,2,2,2016
567,1714,2016-02-24 15:00:00,24,0,15,2,2,2016
568,1582,2016-02-24 16:00:00,24,0,16,2,2,2016
569,1282,2016-02-24 17:00:00,24,0,17,2,2,2016
570,987,2016-02-24 18:00:00,24,0,18,2,2,2016
571,827,2016-02-24 19:00:00,24,0,19,2,2,2016
572,770,2016-02-24 20:00:00,24,0,20,2,2,2016
573,751,2016-02-24 21:00:00,24,0,21,2,2,2016
574,737,2016-02-24 22:00:00,24,0,22,2,2,2016
575,725,2016-02-24 23:00:00,24,0,23,2,2,2016
576,690,2016-02-25 00:00:00,25,0,0,2,3,2016
577,688,2016-02-25 01:00:00,25,0,1,2,3,2016
578,687,2016-02-25 02:00:00,25,0,2,2,3,2016
579,686,2016-02-25 03:00:00,25,0,3,2,3,2016
580,700,2016-02-25 04:00:00,25,0,4,2,3,2016
581,775,2016-02-25 05:00:00,25,0,5,2,3,2016
582,1041,2016-02-25 06:00:00,25,0,6,2,3,2016
583,1400,2016-02-25 07:00:00,25,0,7,2,3,2016
584,1685,2016-02-25 08:00:00,25,0,8,2,3,2016
585,1781,2016-02-25 09:00:00,25,0,9,2,3,2016
586,1809,2016-02-25 10:00:00,25,0,10,2,3,2016
587,1808,2016-02-25 11:00:00,25,0,11,2,3,2016
588,1780,2016-02-25 12:00:00,25,0,12,2,3,2016
589,1773,2016-02-25 13:00:00,25,0,13,2,3,2016
590,1744,2016-02-25 14:00:00,25,0,14,2,3,2016
591,1688,2016-02-25 15:00:00,25,0,15,2,3,2016
592,1556,2016-02-25 16:00:00,25,0,16,2,3,2016
593,1256,2016-02-25 17:00:00,25,0,17,2,3,2016
594,961,2016-02-25 18:00:00,25,0,18,2,3,2016
595,800,2016-02-25 19:00:00,25,0,19,2,3,2016
596,744,2016-02-25 20:00:00,25,0,20,2,3,2016
597,725,2016-02-25 21:00:00,25,0,21,2,3,2016
598,710,2016-02-25 22:00:00,25,0,22,2,3,2016
599,699,2016-02-25 23:00:00,25,0,23,2,3,2016
600,384,2016-02-26 00:00:00,26,0,0,2,4,2016
601,382,2016-02-26 01:00:00,26,0,1,2,4,2016
602,380,2016-02-26 02:00:00,26,0,2,2,4,2016
603,380,2016-02-26 03:00:00,26,0,3,2,4,2016
604,393,2016-02-26 04:00:00,26,0,4,2,4,2016
605,469,2016-02-26 05:00:00,26,0,5,2,4,2016
606,735,2016-02-26 06:00:00,26,0,6,2,4,2016
607,1094,2016-02-26 07:00:00,26,0,7,2,4,2016
608,1378,2016-02-26 08:00:00,26,0,8,2,4,2016
609,1475,2016-02-26 09:00:00,26,0,9,2,4,2016
610,1502,2016-02-26 10:00:00,26,0,10,2,4,2016
611,1502,2016-02-26 11:00:00,26,0,11,2,4,2016
612,1473,2016-02-26 12:00:00,26,0,12,2,4,2016
613,1466,2016-02-26 13:00:00,26,0,13,2,4,2016
614,1437,2016-02-26 14:00:00,26,0,14,2,4,2016
615,1381,2016-02-26 15:00:00,26,0,15,2,4,2016
616,1249,2016-02-26 16:00:00,26,0,16,2,4,2016
617,949,2016-02-26 17:00:00,26,0,17,2,4,2016
618,654,2016-02-26 18:00:00,26,0,18,2,4,2016
619,494,2016-02-26 19:00:00,26,0,19,2,4,2016
620,437,2016-02-26 20:00:00,26,0,20,2,4,2016
621,418,2016-02-26 21:00:00,26,0,21,2,4,2016
622,404,2016-02-26 22:00:00,26,0,22,2,4,2016
623,392,2016-02-26 23:00:00,26,0,23,2,4,2016
624,35,2016-02-27 00:00:00,27,0,0,2,5,2016
625,35,2016-02-27 01:00:00,27,0,1,2,5,2016
626,35,2016-02-27 02:00:00,27,0,2,2,5,2016
627,35,2016-02-27 03:00:00,27,0,3,2,5,2016
628,35,2016-02-27 04:00:00,27,0,4,2,5,2016
629,52,2016-02-27 05:00:00,27,0,5,2,5,2016
630,318,2016-02-27 06:00:00,27,0,6,2,5,2016
631,677,2016-02-27 07:00:00,27,0,7,2,5,2016
632,961,2016-02-27 08:00:00,27,0,8,2,5,2016
633,1058,2016-02-27 09:00:00,27,0,9,2,5,2016
634,1085,2016-02-27 10:00:00,27,0,10,2,5,2016
635,1085,2016-02-27 11:00:00,27,0,11,2,5,2016
636,1057,2016-02-27 12:00:00,27,0,12,2,5,2016
637,1049,2016-02-27 13:00:00,27,0,13,2,5,2016
638,1020,2016-02-27 14:00:00,27,0,14,2,5,2016
639,964,2016-02-27 15:00:00,27,0,15,2,5,2016
640,832,2016-02-27 16:00:00,27,0,16,2,5,2016
641,533,2016-02-27 17:00:00,27,0,17,2,5,2016
642,238,2016-02-27 18:00:00,27,0,18,2,5,2016
643,77,2016-02-27 19:00:00,27,0,19,2,5,2016
644,21,2016-02-27 20:00:00,27,0,20,2,5,2016
645,35,2016-02-27 21:00:00,27,0,21,2,5,2016
646,35,2016-02-27 22:00:00,27,0,22,2,5,2016
647,35,2016-02-27 23:00:00,27,0,23,2,5,2016
648,35,2016-02-28 00:00:00,28,0,0,2,6,2016
649,35,2016-02-28 01:00:00,28,0,1,2,6,2016
650,35,2016-02-28 02:00:00,28,0,2,2,6,2016
651,35,2016-02-28 03:00:00,28,0,3,2,6,2016
652,35,2016-02-28 04:00:00,28,0,4,2,6,2016
653,51,2016-02-28 05:00:00,28,0,5,2,6,2016
654,317,2016-02-28 06:00:00,28,0,6,2,6,2016
655,676,2016-02-28 07:00:00,28,0,7,2,6,2016
656,960,2016-02-28 08:00:00,28,0,8,2,6,2016
657,1057,2016-02-28 09:00:00,28,0,9,2,6,2016
658,1084,2016-02-28 10:00:00,28,0,10,2,6,2016
659,1084,2016-02-28 11:00:00,28,0,11,2,6,2016
660,1055,2016-02-28 12:00:00,28,0,12,2,6,2016
661,1048,2016-02-28 13:00:00,28,0,13,2,6,2016
662,1019,2016-02-28 14:00:00,28,0,14,2,6,2016
663,963,2016-02-28 15:00:00,28,0,15,2,6,2016
664,831,2016-02-28 16:00:00,28,0,16,2,6,2016
665,532,2016-02-28 17:00:00,28,0,17,2,6,2016
666,237,2016-02-28 18:00:00,28,0,18,2,6,2016
667,76,2016-02-28 19:00:00,28,0,19,2,6,2016
668,20,2016-02-28 20:00:00,28,0,20,2,6,2016
669,35,2016-02-28 21:00:00,28,0,21,2,6,2016
670,35,2016-02-28 22:00:00,28,0,22,2,6,2016
671,35,2016-02-28 23:00:00,28,0,23,2,6,2016
672,700,2016-02-29 00:00:00,29,0,0,2,0,2016
673,698,2016-02-29 01:00:00,29,0,1,2,0,2016
674,696,2016-02-29 02:00:00,29,0,2,2,0,2016
675,696,2016-02-29 03:00:00,29,0,3,2,0,2016
676,709,2016-02-29 04:00:00,29,0,4,2,0,2016
677,785,2016-02-29 05:00:00,29,0,5,2,0,2016
678,1051,2016-02-29 06:00:00,29,0,6,2,0,2016
679,1410,2016-02-29 07:00:00,29,0,7,2,0,2016
680,1694,2016-02-29 08:00:00,29,0,8,2,0,2016
681,1791,2016-02-29 09:00:00,29,0,9,2,0,2016
682,1818,2016-02-29 10:00:00,29,0,10,2,0,2016
683,1818,2016-02-29 11:00:00,29,0,11,2,0,2016
684,1789,2016-02-29 12:00:00,29,0,12,2,0,2016
685,1782,2016-02-29 13:00:00,29,0,13,2,0,2016
686,1753,2016-02-29 14:00:00,29,0,14,2,0,2016
687,1697,2016-02-29 15:00:00,29,0,15,2,0,2016
688,1565,2016-02-29 16:00:00,29,0,16,2,0,2016
689,1266,2016-02-29 17:00:00,29,0,17,2,0,2016
690,971,2016-02-29 18:00:00,29,0,18,2,0,2016
691,810,2016-02-29 19:00:00,29,0,19,2,0,2016
692,754,2016-02-29 20:00:00,29,0,20,2,0,2016
693,734,2016-02-29 21:00:00,29,0,21,2,0,2016
694,720,2016-02-29 22:00:00,29,0,22,2,0,2016
695,708,2016-02-29 23:00:00,29,0,23,2,0,2016
